name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,group,main_address
Swiss Federation of Clinical Neuro-Societies (SFCNS) c/o IMK AG,Basel,CH,"Münsterberg 1, Basel",4001,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,roche,23,
Swiss Foundation for Anesthesia Research,Zürich,CH,Drusbergstrasse 83,,,,10000.0,,,,,10000.0,hco,vifor,525,
Swiss Foundation for Anesthesia Research,Zürich,CH,Drusbergstrasse 83,,,15000.0,,,,,,15000.0,hco,abbvie,525,1.0
Swiss Glaucoma Research Foundation,Lausanne,CH,Avenue de l'Elysée 40,1006,1060173682,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,bayer,526,1.0
Swiss Glaucoma Research Foundation c/o Kaweh Mansouri,Lausanne,CH,Avenue de l’Elysée 48,,,0,3000.0,0.0,0,0,0.0,3000.00,hco,novartis,526,
Swiss HIV Cohort Research Foundation,Lausanne,CH,c/o Fiduciaire Maillard SA,,,20000.0,,,,,,20000.0,hco,abbvie,527,1.0
Swiss HIV Cohort Study Research,Lausanne,CH,Pont Bessières 3 c/o Fiduciaire Maillard SA,,,40000.0,,,,,,40000.0,hco,gilead,527,
Swiss Institut of Allergy and Asthma Research (SIAF),Davos Platz,CH,Obere Strasse 22,,,2000.00,0,0.0,0,0,0.0,2000.00,hco,novartis,1412,1.0
Swiss Medical Network c/o Clinica Sanf Anna,Sorengo,CH,Via Sant' Anna 1,,,,1200.0,,,,,1200.0,hco,menarini,248,
Swiss Oncology & Hematology Congress c/o Reichenbach Rechtsanwälte A6,Zürich,CH,Talacker 50,,,0,600.00,0.0,0,0,0.0,600.00,hco,novartis,1413,1.0
Swiss Professional Media AG,Basel,CH,Grosspeterstrasse 23,,,0.0,17820.0,0.0,0.0,0.0,0.0,17820.0,hco,glaxosmithkline,1414,1.0
Swiss Residents in Urology (Leer),St. Gallen,CH,,,,,1233.0,,,,,1233.0,hco,menarini,1415,1.0
Swiss Rhinology Teaching Center GmbH,Zürich,CH,Streulistrasse 48,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,zambon,1416,1.0
Swiss Society for Microbiology,Cheseaux-sur-Lausanne,CH,Route d'Yverdon 3,,,0.0,8044,0.0,0,0,0.0,8044,hco,pfizer,1417,1.0
Swiss Society for Pulmonary Hypertension SSPH / c/o IMK AG Herr Harald F. Grossmann,Basel,CH,Münsterberg 1,,,,21000.0,,,,,21000.0,hco,msd,23,
Swiss Society of Neonatology,Cheseaux-sur- Lausanne,CH,P.O.Box 100,,,,6480.0,,,,,6480.0,hco,vifor,1418,1.0
Swiss Society of Neonatology,Cheseaux-sur-Lausanne,CH,c/o meeting.com Sàrl,,,,3250.0,,,,,3250.0,hco,abbvie,1419,1.0
Swiss Society of Nephrology (SGN),Worb,CH,Worb,,,0.0,25720.0,0.0,0.0,0.0,0.0,25720.0,hco,astellas,1420,1.0
Swiss Society of Oto-Rhino-Laryngology SSORL (Frühjahrsversammlung),Basel,CH,c/o IMK Institut für Medizin und Kommunikation - Münsterberg 1,,,0.0,7020.0,0.0,0.0,0.0,0.0,7020.0,hco,zambon,528,1.0
"Swiss Society of Oto-Rhino-Laryngology, Head and Neck Surgery (SSORL)",Basel,CH,Münsterberg 1,,,,15368.4,,,,,15368.4,hco,vifor,528,
Swiss Society of Sexologie,Lausanne,CH,3 rue Caroline,,,,2000.0,,,,,2000.0,hco,lundbeck,312,
Swiss TSC Network Geschäftsstelle,Zürich,CH,Witellikerstrasse 40,,,1500.00,0,0.0,0,0,0.0,1500.00,hco,novartis,1421,1.0
Swiss Transplantation Society,Cheseaux-sur-Lausanne,CH,c/o meeting.com Sàrl,,,35000.0,25000.0,0.0,0.0,0.0,0.0,60000.0,hco,astellas,1422,1.0
Swiss Transplantation Society (STS) c/o meeting.com Sàrl,Cheseaux-sur-Lausanne,CH,PO Box 100,,,0,2941.92,0.0,0,0,0.0,2941.92,hco,novartis,529,1.0
Swiss Transplantation Society (STS) c/o meeting.com Sàrl,Cheseaux-sur-Lau sanne,CH,meeting.com Sàrl PO Box 100,,,,3500.0,,,,,3500.0,hco,msd,529,
Swiss Tropical and Public Health Institute (Swiss TPH),Basel,CH,Socinstrasse 57 Postfach,,,27764.0,,,,,,27764.0,hco,sandoz,1423,1.0
Swiss Tumor Immunology Institute,Zürich,CH,Seestrasse 259,,,,,,,2400.0,,2400,hco,bristol,11,
Swiss Tumor Immunology Institute,Zürich,CH,Seestrasse 259,,,0.0,0.0,0.0,0.0,1250.0,0.0,1250.0,hco,astrazeneca,11,
Swiss Tumor Immunology Institute,Zürich,CH,"Seestrasse 259, Zürich",8038,,0.0,0.0,0.0,186.75,830.0,0.0,1016.75,hco,roche,11,
Swiss Tumor Institut,Zuerich,CH,Seefeldstrasse 214,,,,3200.0,,,,,3200.0,hco,celgene,11,
Swiss Tumor Institute,Zürich,CH,Zürich,,,12700.0,,,,,,12700.0,hco,mundipharma,11,
Swiss Tumor Institute,Zürich,CH,Seefeldstrasse 214,,,,11600.0,,,,,11600.0,hco,merck,11,
Swiss Tumor Institute,Zürich,CH,Seefeldstrasse,,,,4200.0,,,,,4200.0,hco,shire,11,
Swiss Tumor Institute,Zürich,CH,Seefeldstrasse214,,,,13000.0,,,,,13000.0,hco,amgen,11,
Swiss Tumor Institute,Zürich,CH,Seefeldstrasse 214,,,0.0,9500.0,0.0,158.33,0.0,0.0,9658.33,hco,astrazeneca,11,
Swiss Tumor Institute,Zürich,CH,SEEFELDSTRASSE 214,,,,2300.0,,,,,2300.0,hco,sandoz,11,
Swiss Tumor Institute,Zürich,CH,Seestrasse 259,,,,,,,390.0,87.75,477.75,hco,amgen,11,
Swiss Tumor Institute Pl. Zürich,Zürich,CH,Seefeldstrasse 214,,,,,,,7300.0,,7300.0,hco,gilead,11,
Swiss Tumor Institute Pl. Zürich,Zürich,CH,Seestrasse 259,,,0.0,21600.0,0.0,0,0,0.0,21600.0,hco,jansen,11,
Swiss Tumor Institute Pl. Zürich,Zürich,CH,Seestrasse 259,,,,,117.0,58.5,195.0,,370.5,hco,amgen,11,
"Swiss Tumor Institute, Platz Zürich c/o OnkoZentrum Zürich",Zürich,CH,"Seestrasse 259, Zürich",8038,,7500.0,0.0,249.0,124.5,2415.0,0.0,10288.5,hco,roche,11,
"Swiss Tumor Institute, Platz Zürich c/o OnkoZentrum Zürich",Zürich,CH,Seestrasse 259,,,8100.00,0,0.0,0,0,0.0,8100.00,hco,novartis,11,
Swiss VitreoRetinal Group (SVRG) c/o ophta u. novotny Fachverlag,Bottighofen,CH,Mittlere Mühlestrasse 3,,,51150.0,0,0.0,0,0,0.0,51150.00,hco,novartis,1424,1.0
Swiss Young Pharmacists Group,Bern,CH,Bern,,,3000.0,,,,,,3000.0,hco,mundipharma,1425,1.0
Swiss Young Pharmacists Group,Bern,CH,Stationsstrasse 12,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,gruenenthal,1426,1.0
Swiss academy of multidisciplinary oncology (SAMO),Bern,CH,Effingerstrasse 40,,,0.0,19500.0,0.0,0.0,0.0,0.0,19500.0,hco,astrazeneca,41,
SwissNET,Bern,CH,Freiburgstrasse 18,,,15000.0,0,0.0,0,0,0.0,15000,hco,pfizer,1427,1.0
SwissNGM,Zürich,CH,Rämistrasse 100Zürich,8091,,,20000.0,,,,,20000.0,hco,allergan,1428,1.0
SwissNet Universitätspoliklinik f. Endokrinologie Diabetologie & Klinische Ernährung,Bern,CH,Inselspital,,,25000.00,0,0.0,0,0,0.0,25000.00,hco,novartis,1429,1.0
SwissPedNet,Basel,CH,Petersplatz 13,,,4432.0,0,0.0,0,0,0.0,4432,hco,pfizer,1430,1.0
SwissPedNet,Bern,CH,Effingerstrasse 35,,,3000.0,,,,,,3000.0,hco,abbvie,1431,1.0
Swisstransplant,Bern,CH,Effingerstrasse 1Bern,3011,,30500.0,0.0,0.0,0.0,800.0,0.0,31300.0,hco,astellas,318,
Swisstransplant Nationale Stiftung für Organspende und Transplantation,Bern,CH,Effingerstrasse 1,,,5000.00,0,0.0,0,0,0.0,5000.00,hco,novartis,318,1.0
Swisstransplant Nationale Stiftung für Organspende und Transplantation,Bern,CH,"Effingerstrasse 1, Bern",3011,,0.0,31500.0,0.0,0.0,0.0,0.0,31500.0,hco,roche,318,
Symporg SA,Genève,CH,Rue Rousseau 30,,,,3000.0,,,,,3000,hco,eli,1432,1.0
Symposium Verein für Allgemeinmediziner und Gynäkologen,Zug,CH,Baarerstrasse 75,,,,2700.0,,,,,2700.0,hco,vifor,530,1.0
Symposiumsvere in für Gynäkologen und Allgemeinmediziner,Zug,CH,Baarerstrasse 75,,,,1500.0,,,,,1500,hco,eli,530,
Symposiumsverein für Allgemeinmedizin er & Gynäkologen c/o TT Medi Switzerland Tapia & Tapia,Zug,CH,Baarerstrasse 75,,,,3800.0,,,,,3800.0,hco,msd,1433,1.0
Synlab Suisse,Luzern,CH,Alpenquai 14,,,,3240.0,,,,,3240.0,hco,merck,531,
Synlab Suisse SA,Luzern,CH,Tribschenstrasse 78,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,astrazeneca,1434,1.0
SäntiMed AG c/o Praxis Brunnenhof,Herisau,CH,Kasernenstrasse 30,,,0,0,600.0,200.00,0,0.0,800.00,hco,novartis,1435,1.0
T'Score Sa,Payerne,CH,Rue Deguillermaux 10,,,,,680.5,1015.95,,,1696.45,hco,amgen,1436,1.0
TIDONNE,Bellinzona,CH,Viale Stazione 16,,,,500.0,,,,,500.0,hco,bgp,532,
TOPPHARM AG,Münchenstein,CH,Grabenackerstrasse 11,4142,40531910,0.0,30000.0,0.0,0.0,0.0,0.0,30000.0,hco,bayer,225,
Table Ronde de Médicométrie Regionale c/o M. Périat-Ziggurat,Fahy,CH,Rue de France 83D,,,0,925.93,0.0,0,0,0.0,925.93,hco,novartis,1437,1.0
Tagesklinik Ambimed,Basel,CH,Klingentalstrasse 9Basel,4057,,,2500.0,,,,,2500.0,hco,allergan,1438,1.0
Teddybär Spital Zürich,Zürich,CH,"Steinwiesstrasse 75, Zürich",8032,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,1439,1.0
The Excellence in Pediatrics Institute,Morges,CH,Rue des Vignerons 1A,,,22070.4,,,,,,22070.4,hco,shire,240,
"Thurgau Spital, Frauenklinik Spital Frauenfeld",Frauenfeld,CH,Blasenzentrum- und Beckenboden,,,,2808.0,,,,,2808.0,hco,vifor,1440,1.0
TiPsiso,Bellinzona,CH,Viale Officina 8,,,,500.0,,,,,500.0,hco,pierre,1441,1.0
Tidonne,Bellinzona,CH,Viale Stazione 16,,,700.0,,,,,,700,hco,novo,532,1.0
TopPharm AG,Münchenstein,CH,Grabenackerstrasse 15,,,0.0,9500.0,0.0,0.0,0.0,0.0,9500.0,hco,astrazeneca,225,
TopPharm AG,Münchenstein,CH,Grabenackerstrasse 15,,,,11000.0,,,,,11000.0,hco,msd,225,
Toppharm Ag,Münchenstein,CH,Grabenackerstrasse 15,,,,40000.0,,,,,40000.0,hco,amgen,225,1.0
Tox Info Suisse,Zürich,CH,Freiestrasse 16,,,1000.0,0.0,0.0,0.0,0.0,12950.0,13950.0,hco,zambon,223,
Tox Info Suisse,Zürich,CH,Freiestrasse 16,,,0,0,0.0,0,29120.00,0.0,29120.00,hco,novartis,223,
Tox Info Suisse,Zürich,CH,Freiestrasse 16,8032,1052611519,0.0,0.0,0.0,0.0,6000.0,0.0,6000.0,hco,bayer,223,
Translational Medicine Academy,Basel,CH,St Alban Anlage 46,,,55333.33,,,,,,55333.33,hco,vifor,1442,1.0
Triemlispital,Zürich,CH,Birmensdorferstrasse 497,,,0.0,2500.0,0.0,0.0,900.0,0.0,3400.0,hco,glaxosmithkline,1443,1.0
Trust Center Ticino SA (TCti),Mezzovico,CH,Via Cantonale,,,0.0,810.0,0.0,0.0,0.0,0.0,810.0,hco,glaxosmithkline,1444,1.0
Tumor Zentrum Aarau AG,Aarau,CH,"Rain 34, Aarau",5000,,0.0,0.0,666.67,1186.63,0.0,0.0,1853.3,hco,roche,226,
Tumor- und Brustzentrum ZeTuP AG,St. Gallen,CH,Rorschacher Strasse 150,,,2500.00,0,0.0,0,0,0.0,2500.00,hco,novartis,37,
Tumor- und Brustzentrum ZeTuP AG,St. Gallen,CH,Rorschacher Strasse 150,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astrazeneca,37,
Tumor- und Brustzentrum ZeTuP St. Gallen,St. Gallen,CH,"Rorschacher Strasse 150, St. Gallen",9000,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,37,
Tumor-Und Brustzentrum Zetup,St. Gallen,CH,Rorschacherstrasse 150,,,,2000.0,,,,,2000.0,hco,amgen,37,
Tumorzentrum,Basel,CH,Petersgraben 4,,,,12000.0,,,,,12000,hco,bristol,1445,1.0
Tumorzentrum Aarau,Aarau,CH,Rain 34,,,,,,,750.0,,750,hco,bristol,226,
Tumorzentrum Aarau,Aarau,CH,Rain 34,,,,5000.0,,,,,5000.0,hco,amgen,226,
Tumorzentrum Aarau,Aarau,CH,Rain 34,,,0.0,0,0.0,0,973,0.0,973,hco,pfizer,226,1.0
Tumorzentrum ZeTuP,Rapperswil,CH,Alte Jonastrasse 24,,,,500.0,,,,,500,hco,teva,533,1.0
Tumorzentrum ZeTuP Rapperswil,Rapperswil,CH,"Alte Jonastrasse 24, Rapperswil",8640,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,533,
UKBB,Basel,CH,Postfach,,,,1500.0,,,,,1500.0,hco,stallergenes,534,1.0
UKBB Universitätskinderspital beider Basel,Basel,CH,Postfach,,,,1500.0,,,,,1500,hco,ferring,534,
UNIVERSITÄTSSPIT AL BASEL,Basel,CH,HEBELSTRASSE 36,,,,,,,1000.0,,1000.0,hco,sandoz,227,
UNIVERSITÄTSSPIT AL BASEL,BASEL,CH,Helbelstrasse 36,,,,1120.0,,,,,1120.0,hco,sandoz,227,
UPD - Universitäre Psychiatrische Dienste Bern,Bern,CH,Bolligenstrasse 111,3000,UPDBern60,,2000.0,,,,,2000,hco,servier,142,1.0
UPD Bern,Bern,CH,Bolligenstrasse 111,,,0.0,2000.0,0.0,0,0,0.0,2000.0,hco,jansen,142,
UPD Univ.Psychiatr.Dienste,Bern,CH,Murtenstrasse 21,,,0.0,2000.0,0.0,0,0,0.0,2000.0,hco,jansen,1446,1.0
"UPD Universitäre Psychiatrische Dienste Bern, Universitätsklinik für Psychiatrie und Psychotherapie",Bern,CH,Bolligenstrasse 111,,,,2160.0,,,,,2160.0,hco,vifor,142,
USGG - Union Schweiz. Gesellschaften f. Gefässkrankheiten,Aarau,CH,Bahnhofstrasse 55,5001,USGGAarau,750.0,1710.0,,,,,2460,hco,servier,1447,1.0
USGG-UVSS Union Schweizerischer Gesellschaften für Gefässkrankheiten,Bruderholz,CH,Bruderholz,,,0.0,13993,0.0,0,0,0.0,13993,hco,pfizer,535,1.0
USZ Dermatologie,Zürich,CH,Rämistrasse 100,8091,,,1000.0,,,,,1000.0,hco,biotest,1,
USZ Hämatologie,Zürich,CH,Rämistrasse 100,8091,,,10000.0,,,,,10000.0,hco,biotest,1,
USZ Viszerale Chirurgie,Zürich,CH,Rämistrasse,8091,,,3000.0,,,,,3000.0,hco,biotest,1448,1.0
"Uicc, Union For International Cancer Control",Genève,CH,62 Route Defrontenex,,,25157.5,188397.05,,,,,213554.55,hco,amgen,228,
"Un iversitätsspital ZH, Gynäkologie",Zürich,CH,Frauenklinikstra sse 10,,,,1350.0,,,,,1350.0,hco,pierre,1449,1.0
Uni-Kinderspital beider Basel (UKBB),Basel,CH,"Spitalstrasse 33 beider Basel(UKBB), Poliklinik",,,,,,,3975.0,,3975,hco,biogen,32,
Unilabs Lausanne - Cypa Laboratoire de Cytologie et Pathologie,Epalinges,CH,"Biopôl 3/ Route de la Corniche 9A, Epalinges",1066,,0.0,0.0,0.0,0.0,26500.0,0.0,26500.0,hco,roche,1450,1.0
Union Schweizerische Gesellschaft für Gefässkrankheite n c/o Meister ConCept GmbH,Aarau,CH,Bahnhofstrasse 55,,,,,450.0,,,,450.0,hco,msd,460,
Union Schweizerischer Gesellschaften für Gefässkrankheiten,Bruderholz,CH,,4101,40523131,0.0,23900.0,0.0,0.0,0.0,0.0,23900.0,hco,bayer,535,
Union des sociétés suisses des Maladies Vasculaires,Aarau,CH,Bahnofstrasse 55,5001,,,12050.0,,,,,12050.0,hco,sanofi,1451,1.0
Union for International Cancer,Genève,CH,Route de Frontenex 62,,,868755.0,98323,0.0,0,0,0.0,967078,hco,pfizer,228,1.0
Union for International Cancer Control,Genève,CH,Route de Frontenex 62,,,0.0,101878.0,0.0,0.0,0.0,0.0,101878.0,hco,astellas,228,
Union for International Cancer Control (UICC),Genève,CH,Route de Frontenex 62,,,291891.48,0,0.0,0,0,0.0,291891.48,hco,novartis,228,
United States Mission to Intn. Org.,Chambésy,CH,"11, route de Pregny",,,0.0,4000.0,0.0,0,0,0.0,4000.0,hco,jansen,1452,1.0
Unité de Néphrologie,Lausanne,CH,Rue Du Bugnon 46,,,,,,,1750.0,,1750.0,hco,otsuka,1453,1.0
Unité de Traitement Oncologique,Lausanne,CH,Rue du Bugnon 46,,,,,,,4560.0,92.0,4652,hco,bristol,1454,1.0
Universitaets-Kinderspital - Beider Basel,Basel,CH,Spitalstrasse 33,4031,,,1080.0,,,,,1080.0,hco,sanofi,32,
Universite D'Ete D'Eeg,Genève,CH,Rue Gabrielle Perret-Gentil,1211,,,3000.0,,,,,3000.0,hco,eisei,1455,1.0
Universite de Geneve (HUG),Genève,CH,1 rue Michel-Servet,,,,3969.0,,,500.0,,4469.0,hco,otsuka,1456,1.0
University Hospital,Bern,CH,Freiburgstrasse 8,3010,,,3000.0,,,,,3000.0,hco,neurim,1457,1.0
University Hospital Basel,Basel,CH,Spitalstrasse 21,,,,,,,2100.0,1134.52,3234.52,hco,merck,32,
University Hospital Basel - Departement Innere Medizin,Basel,CH,Petersgraben 4,,,2000.0,,,,,,2000.0,hco,actelion,1458,1.0
University Hospital Berne,Zürich,CH,Frauenklinikstrasse 26,8091,,,4000.0,,,,,4000.0,hco,neurim,1459,1.0
University Hospital Zurich Foundation,Zürich,CH,Moussonstrasse 2,,,120000.0,,,,,,120000.0,hco,cls,1460,1.0
University de Lausanne (UNIL) Service Financier Quartier UNIL-Centre,Lausanne,CH,Bâtiment Unithèque,,,0,5000.0,0.0,0,0,0.0,5000.00,hco,novartis,1461,1.0
"Universitäre Psych, Dienste Bern Integrierter Drogendienst IDD",Bern,CH,Zieglerstrasse 7,,,,800.0,,,,,800.0,hco,lundbeck,1462,1.0
Universitäre Psych. Kliniken UPK,Basel,CH,Wilhelm Kleinstrasse 27,,,250.0,0.0,0.0,0,1000,0.0,1250.0,hco,jansen,171,1.0
Universitäre Psychiatrische Dienste,Bern,CH,Bolligenstrasse 111,,,,549.54,,,,,549.54,hco,sandoz,142,
Universitäre Psychiatrische Dienste Bern (UPD),Bern,CH,Murtenstrasse 21,,,,2000.0,,,,,2000.0,hco,sandoz,290,
Universitäre Psychiatrische Dienste Bern (UPD),Bern,CH,Bolligenstrasse 111,,,,4348.0,,,,,4348,hco,eli,142,
Universitäre Psychiatrische Dienste Bern AG ( UPD),Bern,CH,Murtenstrasse 21,,,,2160.0,,,,,2160.0,hco,lundbeck,290,
Universitäre Psychiatrische Kliniken,Basel,CH,Basel,,,4900.0,,,,,,4900.0,hco,mundipharma,171,
Universitäre Psychiatrische Kliniken Basel (UPK),Basel,CH,"Wilhelm Klein-Strasse 27, Basel",4056,,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,hco,roche,171,
Universitäre Psychiatrische Kliniken Basel (UPK),Basel,CH,Wilhelm Klein-Strasse 27,,,,1500.0,,,,,1500.0,hco,lundbeck,171,
Universitäre Psychiatrische Kliniken UPK,Basel,CH,Wilhelm Kleinstrasse 27,,,,2500.0,,,3500.0,,6000.0,hco,vifor,171,
Universitäre PsychiatrischeDienste Bern (UPD),Bern,CH,Bolligenstrasse 111,,,,3240.0,,,,,3240.0,hco,lundbeck,142,
Universität Basel,Basel,CH,Petersplatz 1,,,0.0,6000,0.0,0,0,0.0,6000,hco,pfizer,66,1.0
Universität Basel,Basel,CH,Petersplatz 1,,,410011.16,7000.00,0.0,0,577.65,0.0,417588.81,hco,novartis,66,
Universität Basel,Basel,CH,Petersplatz 1,,,20000.0,0.0,0.0,0,0,0.0,20000.0,hco,jansen,66,
Universität Basel,Basel,CH,Petersplatz 1 Studiensekretari at,,,,4200.0,,,,,4200.0,hco,bgp,66,
Universität Basel,Basel,CH,"Petersplatz 1, Basel",4001,,10000.0,6000.0,0.0,0.0,5000.0,0.0,21000.0,hco,roche,66,
Universität Basel,Basel,CH,Pharmaceutical Care Research Group,,,,16546.0,,,,,16546,hco,mepha,1463,1.0
Universität Basel,Basel,CH,"Missionsstrasse 60/62, PETERSPLATZ 1",,WCHH02263661,6000.0,,,,,,6000.0,hco,celgene,66,
Universität Basel,Basel,CH,Petersplatz 1,,,,6000.0,,,,,6000.0,hco,abbvie,66,
Universität Basel,Basel,CH,Petersplatz 1,,,0.0,0.0,0.0,0.0,1850.0,83.0,1933.0,hco,astellas,66,
Universität Basel,Basel,CH,Petersplatz 1,,,,20000.0,,,,,20000.0,hco,amgen,66,
Universität Basel,Basel,CH,Petersplatz 1,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,astrazeneca,66,
Universität Basel,Basel,CH,Petersplatz 1,4051,40521752,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,bayer,66,
Universität Basel Finanzen & Controlling /Drittmittelverwaltung,Basel,CH,Petersgraben 35,,,60000.0,6000.0,0.0,0.0,0.0,0.0,66000.0,hco,glaxosmithkline,1464,1.0
Universität Bern,Bern,CH,Hochschulstrasse 4,,,,1000.0,,,,,1000.0,hco,meda,172,
Universität Bern,Bern,CH,Hochschulstrasse 6,,,,2700.0,,,,,2700.0,hco,lundbeck,172,
Universität Bern,Bern,CH,"Hochschulstrasse 6, Bern",3012,,0.0,5000.0,0.0,0.0,2200.0,0.0,7200.0,hco,roche,172,
Universität Bern,Bern,CH,Stauffacherstrasse 78,,WCHH00791780,,3000.0,,,750.0,,3750.0,hco,celgene,1465,1.0
Universität Bern,Bern,CH,Hochschulstrasse 4,,,165000.00,4475.00,0.0,0,2250.00,0.0,171725.00,hco,novartis,172,
Universität Bern,Bern,CH,Hochschulstrasse 4,,,60000.0,3830.0,,,,,63830.0,hco,gilead,172,1.0
Universität Bern - Institut für Pharmakologie,Bern,CH,Freiburgstrasse 18,,,,1000.0,,,,,1000,hco,eli,3,
"Universität Bern, BIHAM - Berner Institut für Hausarztmedizin",Bern,CH,Gesellschaftsstr. 49,,,,1533.6,,,,,1533.6,hco,vifor,42,
"Universität Bern, Berner Institut fürHausarztmedizin (BIHAM)",Bern,CH,Gesellschaftsstrasse 49,,,0.0,1533.6,0.0,0.0,0.0,0.0,1533.6,hco,glaxosmithkline,42,
"Universität Bern, Institut für Pharmakologie",Bern,CH,Friedbühlstrasse 49,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,glaxosmithkline,3,
Universität St. Gallen,St. Gallen,CH,Dufourstrasse 50,,,0.0,0.0,0.0,0.0,14239.2,0.0,14239.2,hco,astrazeneca,536,
Universität St. Gallen,St. Gallen,CH,Dufourstrasse 40 A,,,,50000.0,,,,,50000.0,hco,shire,536,1.0
Universität Zürich,ZÜRICH,CH,TIÈCHESTRASSE 99,,,,2000.0,,,,,2000.0,hco,sandoz,1,
Universität Zürich,Zürich,CH,Rämistrasse 71,,,,14500.0,,,11200.0,,25700,hco,biogen,1,
Universität Zürich,Zürich,CH,Rämistrasse 71,,,,5000.0,,,,,5000.0,hco,sandoz,1,
Universität Zürich,Zürich,CH,(no postal address),,,25900.0,3240.0,0.0,0.0,0.0,0.0,29140.0,hco,glaxosmithkline,1,
Universität Zürich,Zürich,CH,"Rämistrasse 71, Zürich",8006,,22000.0,16200.0,0.0,0.0,9550.0,0.0,47750.0,hco,roche,1,
Universität Zürich,Zürich,CH,Rämistrasse 71,,,,13320.0,,,,,13320.0,hco,lundbeck,1,
Universität Zürich,Zürich,CH,Frauenklinikstrasse 10,,,10000.0,,,,,,10000,hco,ferring,1,
Universität Zürich,Zürich,CH,Rämistrasse 71,,,85989.02,4000.00,0.0,0,13745.00,3281.26,107015.28,hco,novartis,1,
Universität Zürich,Zürich,CH,,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,zambon,1,
Universität Zürich,Zürich,CH,Hirschengraben 84,,,30000.0,0.0,0.0,0.0,0.0,0.0,30000.0,hco,astrazeneca,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,8006,1065341032,0.0,11500.0,0.0,0.0,0.0,0.0,11500.0,hco,bayer,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,24000.0,13900.0,350.0,,20010.0,,58260.0,hco,gilead,1,
Universität Zürich (UZH),Zürich,CH,Winterthurerstrasse 30,,WCHH09511235,,1500.0,,,,,1500.0,hco,celgene,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 100,,,,,,,10800.0,,10800.0,hco,vifor,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,,23000.0,,,6550.0,,29550,hco,eli,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,52000.0,500.0,,,,,52500.0,hco,actelion,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,,5400.0,,,,,5400.0,hco,ucb,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,0.0,0,0.0,0,2000,0.0,2000,hco,pfizer,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,53000.0,38500.0,,,7700.0,,99200.0,hco,abbvie,1,
Universität Zürich (UZH),Zürich,CH,Rämistrasse 71,,,18000.0,29700.0,0.0,0,1400,0.0,49100.0,hco,jansen,1,
Universität Zürich (Uzh),Zürich,CH,Rämistrasse 71,,,,,,,2000.0,,2000.0,hco,amgen,1,
"Universität Zürich UZH, Institute of Physiology",Zürich,CH,Winterthurerstr. 190,,,,2240.0,,,,,2240.0,hco,vifor,1,
"Universität Zürich UZH, Psychiatrische Universitätsklinik",Zürich,CH,Lenggstrasse 31,,,,6480.0,,,,,6480.0,hco,vifor,1,
Universität Zürich Zentrum tür Molekulare Kardiologie,Schlieren,CH,Wagistrasse 12,,,,,,544.1,,,544.1,hco,menarini,1466,1.0
"Universität Zürich, Klinik für Neurologie",Zürich,CH,Frauenklinikstrasse 26,,,,2000.0,,,,,2000,hco,teva,1,
"Universität Zürich, Klinik für Neurologie",Zürich,CH,Frauenklinikstrasse 26,,,,4000.0,,,,,4000,hco,teva,1,
"Universität Zürich, Klinik für Neurologie",Zürich,CH,Frauenklinikstrasse 26,,,,4000.0,,,,,4000,hco,teva,1,
Universitäts- Kinderspital beider Basel UKBB,Basel,CH,Spitalstrassa 33,4056,,0,0,0.0,0,4800.00,0.0,4800.00,hco,takeda,32,
Universitäts-Kin derspital beider Basel,Basel,CH,Spitalstrasse 33,,,,1500.0,,,,,1500.0,hco,merck,32,
Universitäts-Kinderspital (UKBB),Basel,CH,Spitalstrasse 33,,,4000.00,0,0.0,0,1000.00,0.0,5000.00,hco,novartis,32,
Universitäts-Kinderspital (UKBB),Basel,CH,"Spitalstrasse 33, Basel",4056,,0.0,34400.0,0.0,0.0,0.0,0.0,34400.0,hco,roche,32,
