name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,r_location,r_address,r_name,group,main_address
Wirbelsäulen- und Schmerz-Clinic Zürich,Zürich,CH,Witellikerstrasse 40,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,2015,witellikerstrasse 40,zuerich,wirbelsäulen- und schmerz-clinic zürich,27,,,377,
Wirbelsäulen-Schmerz-Clinic,Zürich,CH,Witellikerstrasse 40,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,astellas,2017,witellikerstrasse 40,zuerich,wirbelsäulen-schmerz-clinic,27,,,377,
Wirbelsäulen-Schmerz-Clinic,Zürich,CH,Witellikerstrasse 40,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2017,witellikerstrasse 40,zuerich,wirbelsäulen-schmerz-clinic,27,,,377,1.0
Wirbelsäulen-Schmerz-Klinik,Zürich,CH,Witellikerstrasse 40,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,gruenenthal,2015,witellikerstrasse 40,zuerich,wirbelsäulen-schmerz-klinik,27,,,377,
Women's Brain Project,Guntershausen b. Aadorf,CH,"Pfisterwisstrasse 14, Guntershausen b. Aadorf",8357,,0.0,12000.0,0.0,1642.0,0.0,0.0,13642.0,hco,roche,2017,pfisterwisstrasse 14 guntershausen bei aadorf,guntershausen bei aadorf,women's brain project,31,,,2390,1.0
Women's health,Cheseaux-sur-Lausanne,CH,Rue des Pâquis 1,,,,3000.0,,,,,3000.0,hco,vifor,2016,rue des paquis 1,cheseaux-sur-lausanne,women's health,100,,36.0,2391,1.0
Women's Health Watch Sàrl,Lutry,CH,Avenue William 8,,,,,,,3000.0,,3000.0,hco,bgp,2016,avenue william 8,lutry,women's health watch sàrl,31,,,2392,1.0
World Health Organization (WHO),Genève,CH,"20, Avenue Appia",,,127548.05,,,,,,127548.05,hco,msd,2017,20 avenue appia,geneve,world health organization (who),29,,,1085,1.0
World Health Organization (WHO),Genève,CH,"World Health Organization (WHO) 20, Avenue Appia",,,131437.8,0.0,0.0,0.0,0.0,0.0,131437.8,hco,msd,2015,world health organization  who 20 avenue appia,geneve,world health organization (who),29,,,1085,
World Heart Federation,Genève,CH,Rue De Malatrex30,,,149070.0,61808.5,,,,,210878.5,hco,amgen,2017,rue de malatrex30,geneve,world heart federation,29,,,378,1.0
World Heart Federation,Genève,CH,Rue De Malatrex 30,,,171794.76,,,,,,171794.76,hco,amgen,2016,rue de malatrex 30,geneve,world heart federation,29,,,378,
World Heart Federation,Genève,CH,Rue des Battoirs 7,1211,,109017.0,,,,,,109017.0,hco,boehringer,2017,rue des battoirs 7,geneve,world heart federation,29,,,2393,1.0
World Heart Federation ONG,Genève,CH,Rue de Malatrex 32,,,,162128.99,,,,269.93,162398.92,hco,novartis,2016,rue de malatrex 32,geneve,world heart federation ong,29,,,378,
World Heart Federation ONG,Genève,CH,Rue De Malatrex 30,,,47414.5,24655.54,0.0,0.0,0.0,0.0,72070.04,hco,amgen,2015,rue de malatrex 30,geneve,world heart federation ong,29,,,378,
World Heart Federation ONG,Genève,CH,Rue de Malatrex 32,,,0.0,230224.05,0.0,0.0,0.0,0.0,230224.05,hco,novartis,2017,rue de malatrex 32,geneve,world heart federation ong,29,,,378,
World Heart Federation ONG,Genève,CH,Rue de Malatrex 32,,,0.0,93500.99,0.0,0.0,0.0,0.0,93500.99,hco,novartis,2015,rue de malatrex 32,geneve,world heart federation ong,29,,,378,
WORLD HEPATITIS ALLIANCE,Genève,CH,Route De Frontenex 86 bis,,,343320.53,,,,1221.89,2511.84,347054.26,hco,gilead,2016,route de frontenex 86 bis,geneve,world hepatitis alliance,29,,,2394,1.0
World Psychiatric Association,Genève,CH,2 chemin du Petit-Bel-Air,,,10544.0,,,,,,10544.0,hco,lundbeck,2016,2 chemin du petit-bel-air,geneve,world psychiatric association,29,,,2395,1.0
World Psychiatric Association,Chêne-Bourg,CH,Chemin du Petit-Bel-Air 2,,,14422.0,0.0,0.0,0.0,0.0,0.0,14422.0,hco,janssen,2016,chemin du petit-bel-air 2,chene-bourg,world psychiatric association,32,,,2396,1.0
World Scleroderma Foundation WSF,Basel,CH,"Elisabethenstrasse 3, Basel",4051,,0.0,27253.8,0.0,0.0,0.0,0.0,27253.8,hco,roche,2017,elisabethenstrasse 3 basel,basel,world scleroderma foundation wsf,46,,,2397,1.0
World Sleep Federation c/o Congrex Switzerland Ltd,Basel,CH,World Sleep Federation - c/o Congrex Switzerland Ltd Peter Merian-Strasse 80,,,0.0,26898.96,0.0,0.0,0.0,0.0,26898.96,hco,msd,2015,world sleep federation  cob congrex switzerland ltd peter merianstrasse 80,basel,world sleep federation ,46,,,2398,1.0
World stroke organization,Genève,CH,7 Rue François-VersonnexGenève 6,1207,,213524.48,0.0,0.0,0.0,0.0,0.0,213524.48,hco,astrazeneca,2015,7 rue francois-versonnexgeneve 6,geneve,world stroke organization,29,,,711,
WPA – The World Psychiatric Association,Chêne-Bourg,CH,Psychiatric Hospital,,,,78316.0,,,,,78316.0,hco,otsuka,2017,psychiatric hospital,chene-bourg,wpa – the world psychiatric association,32,,,2399,1.0
WSO World Stroke Organization,Genève,CH,Rue François-versonnex 7,,,98134.0,,,,,,98134.0,hco,bristol,2016,rue francois-versonnex 7,geneve,wso world stroke organization,29,,,711,
WSO World Stroke Organization,Genève,CH,Rue François-versonnex 7,,,50007.0,,,,,,50007.0,hco,bristol,2017,rue francois-versonnex 7,geneve,wso world stroke organization,29,,,711,1.0
xundart AG Das Ärztenetzwerk Wil-Uzwil-Flawil -Toggenburg,Wil SG,CH,Obere Bahnhofstrasse 49,,,,,600.0,200.0,,,800.0,hco,novartis,2016,obere bahnhofstrasse 49,wil sargento segundo,xundart ag das ärztenetzwerk wil-uzwil-flawil -toggenburg,29,,,2400,1.0
ZAIM - Zurich Academy of Internal Medicine,Steinhausen,CH,Sennweidstrasse 46,6312,ZAIMMedworldSteinhausen,,8200.0,,,,,8200.0,hco,servier,2017,sennweidstrasse 46,steinhausen,zaim - zurich academy of internal medicine,42,,,181,
ZAIM Zurich Academy of Internal Medicine,Steinhausen,CH,Sennweidstrasse 46,,,,6048.0,,,,,6048.0,hco,pfizer,2016,sennweidstrasse 46,steinhausen,zaim zurich academy of internal medicine,42,,,181,
ZAIM Zurich Academy of Internal Medicine,Steinhausen,CH,Sennweidstrasse 46,,,0.0,6048.0,0.0,0.0,0.0,0.0,6048.0,hco,pfizer,2017,sennweidstrasse 46,steinhausen,zaim zurich academy of internal medicine,42,,,181,1.0
ZAIM Zurich Academy of Internal Medicine c/o Medworld AG,Steinhausen,CH,Sennweidstrasse 46,6312,,,,3540.0,,,,3540.0,hco,daiichi,2017,sennweidstrasse 46,steinhausen,zaim zurich academy of internal medicine ,42,,,181,
Zeller Medical,Romanshorn,CH,Seeblickstrasse 4,,7601001301269,,1500.0,,,,,1500.0,hco,pierre,2017,seeblickstrasse 4,romanshorn,zeller medical,33,,,1086,1.0
Zeller Medical AG,Romanshorn,CH,Seeblickstrasse,,,,2000.0,,,,,2000.0,hco,pierre,2016,seeblickstrasse,romanshorn,zeller medical ag,33,,,1086,
Zentralpraxis Wallisellen,Wallisellen,CH,Zentralstrasse 6,,,,1620.0,,,,,1620.0,hco,vifor,2017,zentralstrasse 6,wallisellen,zentralpraxis wallisellen,32,,,536,1.0
Zentralpraxis Wallisellen AG,Wallisellen,CH,Zentralstrasse 6,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2015,zentralstrasse 6,wallisellen,zentralpraxis wallisellen ag,32,,,536,
Zentralpraxis Wallisellen AG,Wallisellen,CH,Zentralstrasse 6,8304,,,,3000.0,,,,3000.0,hco,daiichi,2017,zentralstrasse 6,wallisellen,zentralpraxis wallisellen ag,32,,,536,
Zentralpraxis Wallisellen AG,Wallisellen,CH,Zentralstrasse 6,,,0.0,0.0,0.0,0.0,800.0,0.0,800.0,hco,novartis,2017,zentralstrasse 6,wallisellen,zentralpraxis wallisellen ag,32,,,536,
Zentralschweizer Dermatologen,Luzern,CH,Löwengraben 14,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,novartis,2017,loewengraben 14,luzern,zentralschweizer dermatologen,43,,,537,
Zentralschweizer Dermatologen,Luzern,CH,"c/o Dr med Mathias Koepke, Löwengraben 14",,,,3200.0,,,,,3200.0,hco,eli,2017,cob doktor der medizin mathias koepke loewengraben 14,luzern,zentralschweizer dermatologen,43,,,537,
Zentralschweizer Dermatologen,Luzern,CH,Löwengraben 14,,,,1000.0,,,,,1000.0,hco,abbvie,2017,loewengraben 14,luzern,zentralschweizer dermatologen,43,,,537,1.0
Zentralschweizer Dermatologen Luzern,Luzern,CH,Löwengraben 14,,Zentralschweizer_Der matologen_Luzern,,,,,1000.0,,1000.0,hco,galderma,2017,loewengraben 14,luzern,zentralschweizer dermatologen luzern,43,,,537,
Zentralschweizer Internistenwoche,Stans,CH,Ennetmooserstrasse 19,6370,1055566537,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0,hco,bayer,2017,ennetmooserstrasse 19,stans,zentralschweizer internistenwoche,46,,,2401,1.0
Zentralschweizer ORL-Kollegium,Luzern,CH,c/o Dr. med. Marcel Gärtner,,,,1000.0,,,,,1000.0,hco,zambon,2016,calleoffice doktor der medizin marcel gaertner,luzern,zentralschweizer orl-kollegium,43,,,2402,1.0
Zentralschweizer Ärzte-Forum,Luzern,CH,Schwanenplatz 7,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,mundipharma,2015,schwanenplatz 7,luzern,zentralschweizer ärzte-forum,43,,,1087,
Zentralschweizer Ärzte-Forum,Luzern,CH,Schwanenplatz 7,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,mundipharma,2016,schwanenplatz 7,luzern,zentralschweizer ärzte-forum,43,,,1087,1.0
Zentrum für Abhängigkeitserkrankungen,Zürich,CH,Selnaustrasse 9,,,0.0,2160.0,0.0,0.0,0.0,0.0,2160.0,hco,lundbeck,2015,selnaustrasse 9,zuerich,zentrum für abhängigkeitserkrankungen,27,,,2403,1.0
Zentrum für Alterspsychiatrie (ZAP),Basel,CH,Wilhelm Klein-Strasse 27Basel,4025,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,astrazeneca,2015,wilhelm kleinstrasse 27basel,basel,zentrum für alterspsychiatrie (zap),46,,,2404,1.0
Zentrum für Gefässmedizin,Aarau,CH,Aarenstrasse 2b,,,,,,,500.0,,500.0,hco,actelion,2017,aarenstrasse 2b,aarau,zentrum für gefässmedizin,31,,,1088,1.0
Zentrum für Gefässmedizin Mittelland AG,Aarau,CH,Aarenaustrasse 2b,5000,1053003002,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,bayer,2017,aarenaustrasse 2b,aarau,zentrum für gefässmedizin mittelland ag,31,,,1088,
Zentrum für Herz und Blutdruck St. Anna,Luzern,CH,St. Annastrasse 32,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,menarini,2015,sankt annastrasse 32,luzern,zentrum für herz und blutdruck st. anna,43,,,2405,1.0
Zentrum für Integrative Onkologie (ZIO AG),Zürich,CH,Hardturmstrasse 133,,,,3000.0,,,,,3000.0,hco,teva,2017,hardturmstrasse 133,zuerich,zentrum für integrative onkologie (zio ag),27,,,712,1.0
Zentrum für integrative Onkologie Zürich,Zürich,CH,Hardturmstrasse 133,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,astellas,2017,hardturmstrasse 133,zuerich,zentrum für integrative onkologie zürich,27,,,712,
Zentrum für Labormedizin,St. Gallen,CH,Frohbergstrase 9,,,0.0,0.0,77.4,564.55,1000.0,96.0,1737.95,hco,baxalta,2015,frohbergstrase 9,saint gallen,zentrum für labormedizin,40,,,6,
Zentrum für Labormedizin,St. Gallen,CH,Frohbergstrasse 3,,,8500.0,,,,,,8500.0,hco,novartis,2016,frohbergstrasse 3,saint gallen,zentrum für labormedizin,40,,,6,
Zentrum für Perioperative Thrombose Und Haemostase,Zürich,CH,Hufgasse 17,,,,,,,1000.0,,1000.0,hco,baxalta,2016,hufgasse 17,zuerich,zentrum für perioperative thrombose und haemostase,27,,,2406,1.0
Zentrum für Psychische Gesundheit,Bern,CH,Marktgasse 50,,,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0,hco,takeda,2015,marktgasse 50,bern,zentrum für psychische gesundheit,17,,,2407,1.0
Zentrum für Schmerzmedizin,Nottwil,CH,Guido A. Zäch Strasse 1,,,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,hco,mundipharma,2015,guido allee zaech strasse 1,nottwil,zentrum für schmerzmedizin,13,,,105,
Zentrum für Schmerzmedizin,Nottwil,CH,Guido A. Zäch Strasse 1,,,,2268.0,,,,,2268.0,hco,pfizer,2016,guido allee zaech strasse 1,nottwil,zentrum für schmerzmedizin,13,,,105,
Zentrum für Schmerzmedizin,Nottwil,CH,Guido A. Zäch Strasse 1,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,pfizer,2015,guido allee zaech strasse 1,nottwil,zentrum für schmerzmedizin,13,,,105,
"Zentrum für Schmerzmedizin Nottwil, Schweizer Paraplegikerzentrum",Nottwil,CH,Guido A. Zäch Strasse 1,,,0.0,2100.0,0.0,0.0,0.0,0.0,2100.0,hco,bgp,2015,guido allee zaech strasse 1,nottwil,"zentrum für schmerzmedizin nottwil, schweizer paraplegikerzentrum",13,,,105,
Zentrum für Soziale Psychiatrie - KIZ/ Kriseninterventionsz entrum,Zürich,CH,Militärstrasse 8,,,0.0,0.0,368.5,815.43,0.0,0.0,1183.93,hco,takeda,2015,militaerstrasse 8,zuerich,zentrum für soziale psychiatrie - kiz/ kriseninterventionsz entrum,27,,,2408,1.0
Zentrum für Suchtmedizin ZfS,Basel,CH,Haltingerstrasse 65,,,,2950.0,300.0,172.0,,,3422.0,hco,gilead,2017,haltingerstrasse 65,basel,zentrum für suchtmedizin zfs,46,,,713,1.0
Zentrum für Suchtmedizin ZfS,Basel,CH,Haltingerstrasse 65,,,,500.0,,,,,500.0,hco,gilead,2016,haltingerstrasse 65,basel,zentrum für suchtmedizin zfs,46,,,713,
Zentrum für Suchtmedizin ZfS,Basel,CH,Haltingerstrasse 65,,,0.0,575.85,0.0,0.0,0.0,0.0,575.85,hco,gilead,2015,haltingerstrasse 65,basel,zentrum für suchtmedizin zfs,46,,,713,
ZGI Zürcher Gesellschaft für Intensivmedizin,Bülach,CH,Spitalstrasse 24,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,pfizer,2017,spitalstrasse 24,buelach,zgi zürcher gesellschaft für intensivmedizin,27,,,2409,1.0
ZGN - Zürcher Gesundheitsnetz,Zürich,CH,Birmensdorferstrasse 467,,,,5000.0,,,,,5000.0,hco,novo,2017,birmensdorferstrasse 467,zuerich,zgn - zürcher gesundheitsnetz,27,,,714,1.0
ZGN Zürcher Gesundheitsnetz c/o hawadoc AG,Winterthur,CH,ZGN Zürcher Gesundheitsnetz - c/o hawadoc AG Garnmarkt 1,,,,5000.0,,,,,5000.0,hco,msd,2016,zgn zuercher gesundheitsnetz  cob hawadoc ag garnmarkt 1,winterthur,zgn zürcher gesundheitsnetz ,22,,,324,1.0
ZGN Zürcher Gesundheitsnetz c/o hawadoc AG,Winterthur,CH,ZGN Zürcher Gesundheitsnetz - c/o hawadoc AG Garnmarkt 1,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,msd,2015,zgn zuercher gesundheitsnetz  cob hawadoc ag garnmarkt 1,winterthur,zgn zürcher gesundheitsnetz ,22,,,324,
ZIO AG - Zentrum für Intergrative Onkologie,Zürich,CH,Hardturmstrasse 133,8005,1053374037,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2017,hardturmstrasse 133,zuerich,zio ag - zentrum für intergrative onkologie,27,,,712,
Zio Ag Zürich,Zürich,CH,Hardturmstrasse 133,,,,,409.05,606.92,,,1015.97,hco,amgen,2016,hardturmstrasse 133,zuerich,zio ag zürich,27,,,424,
Zmed Zürcher Aerzte Gemeinschaft AG,Zürich,CH,"Grütlistrasse 36, Zürich",,,21600.0,0.0,0.0,0.0,0.0,0.0,21600.0,hco,janssen,2015,gruetlistrasse 36 zuerich,zuerich,zmed zürcher aerzte gemeinschaft ag,27,,,715,
Zmed Zürcher Aerzte Gemeinschaft AG,Zürich,CH,Grütlistrasse 36,,,0.0,1200.0,0.0,0.0,0.0,0.0,1200.0,hco,janssen,2016,gruetlistrasse 36,zuerich,zmed zürcher aerzte gemeinschaft ag,27,,,715,
ZPTH Zentrum für perioperative Thrombose und Hämostase,Zürich,CH,Seefeldstrasse 224,,,0.0,0.0,412.0,1076.0,0.0,0.0,1488.0,hco,pfizer,2017,seefeldstrasse 224,zuerich,zpth zentrum für perioperative thrombose und hämostase,27,,,2410,1.0
Zu: Care Zug Präsident,Unterägeri,CH,Seestrasse 9,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,novartis,2017,seestrasse 9,unteraegeri,zu: care zug präsident,32,,,716,1.0
zu:care,Unterägeri,CH,Seestrasse 9,,,,4000.0,,,,,4140.0,hco,mepha,2017,seestrasse 9,unteraegeri,zu:care,32,,,716,
zu:care,Unterägeri,CH,Seestrasse 9,,,,4000.0,,,,,4000.0,hco,mepha,2016,seestrasse 9,unteraegeri,zu:care,32,,,716,
Zuercher Dermatologengesellschaft,Uster,CH,Oberlandstrasse 100,,,1000.0,,,,,,1000.0,hco,celgene,2017,oberlandstrasse 100,uster,zuercher dermatologengesellschaft,46,,,325,1.0
Zuger,Unterägeri,CH,Seestrasse 9,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,mepha,2015,seestrasse 9,unteraegeri,zuger,32,,,2411,1.0
Zuger Kantonsspital,Baar,CH,Landhausstr. 11,,,,,673.06,1419.77,,,2092.83,hco,celgene,2017,landhausstrasse 11,baar,zuger kantonsspital,33,,,326,1.0
Zuger Kantonsspital AG,Baar,CH,Landhausstrasse 11,,,,,161.33,825.0,,,986.33,hco,pierre,2016,landhausstrasse 11,baar,zuger kantonsspital ag,33,,,326,
Zuger Kantonsspital Ag,Baar,CH,Landhausstrasse 11,,,,,1026.53,5352.55,,,6379.08,hco,amgen,2016,landhausstrasse 11,baar,zuger kantonsspital ag,33,,,326,
Zuger Kantonsspital AG,Baar,CH,Landhausstrasse 11,,,0.0,0.0,157.69,483.5,0.0,0.0,641.19,hco,amgen,2015,landhausstrasse 11,baar,zuger kantonsspital ag,33,,,326,
Zuger Kantonsspital AG,Baar,CH,Landhausstrasse 11,,,0.0,0.0,699.3,927.34,0.0,0.0,1626.64,hco,novartis,2015,landhausstrasse 11,baar,zuger kantonsspital ag,33,,,326,
Zuger Kantonsspital AG,Baar,CH,Landhausstrasse 11,,,,,300.0,424.97,,,724.97,hco,novartis,2016,landhausstrasse 11,baar,zuger kantonsspital ag,33,,,326,
Zuger Kantonsspital AG - Rheumatologie,Baar,CH,Landhausstrasse 11,,,,,257.95,648.89,,,906.84,hco,takeda,2016,landhausstrasse 11,baar,zuger kantonsspital ag - rheumatologie,33,,,326,
Zur Rose Suisse AG,auenfeld,CH,Walzmuehlestrasse 60,,,,,122.65,,,,122.65,hco,merck,2016,walzmuehlestrasse 60,auenfeld,zur rose suisse ag,50,,,717,
Zur Rose Suisse AG,Frauenfeld,CH,Walzmühlestrasse 60,,,0.0,0.0,0.0,0.0,5416.08,0.0,5416.08,hco,novartis,2017,walzmuehlestrasse 60,frauenfeld,zur rose suisse ag,44,,,717,1.0
Zur Rose Suisse AG,Frauenfeld,CH,Walzmühlestrasse 60,,,,,,,19632.16,,19632.16,hco,novartis,2016,walzmuehlestrasse 60,frauenfeld,zur rose suisse ag,44,,,717,
Zurich Academy of Internal Medicine,Zürich,CH,"c/o Prof, Dr. iur. Urs Saxer Grossmünsterplatz",,,,2646.0,,,,,2646.0,hco,takeda,2016,cob professor doktor iur urs saxer grossmuensterplatz,zuerich,zurich academy of internal medicine,27,,,277,
Zurich Academy of Internal Medicine,Zürich,CH,Grossmünsterplatz 8,,,7540.0,,,,,,7540.0,hco,mundipharma,2017,grossmuensterplatz 8,zuerich,zurich academy of internal medicine,27,,,277,
Zurich Academy of Internal Medicine,Zürich,CH,Grossmünsterplatz 8,8001,,0.0,2646.0,0.0,0.0,0.0,0.0,2646.0,hco,takeda,2017,grossmuensterplatz 8,zuerich,zurich academy of internal medicine,27,,,277,
Zurich Academy of Internal Medicine (ZAIM),Zürich,CH,Rämistrasse 100,,,,3540.0,,,,,3540.0,hco,menarini,2016,raemistrasse 100,zuerich,zurich academy of internal medicine (zaim),27,,,2412,1.0
Zurich Academy of Internal Medicine (ZAIM),Zürich,CH,Grossmünsterplatz 8,,,0.0,5734.8,0.0,0.0,0.0,0.0,5734.8,hco,glaxosmithkline,2017,grossmuensterplatz 8,zuerich,zurich academy of internal medicine (zaim),27,,,277,1.0
Zurich Academy of Internal Medicine (ZAIM),ZÜRICH,CH,Grossmünsterplatz 8,,,0.0,10054.8,0.0,0.0,0.0,0.0,10054.8,hco,glaxosmithkline,2016,grossmuensterplatz 8,zuerich,zurich academy of internal medicine (zaim),27,,,277,
Zurich Academy of Internal Medicine (ZAIM),Steinhausen,CH,Sennweidstrasse 46,,,0.0,4200.0,0.0,0.0,0.0,0.0,4200.0,hco,novartis,2017,sennweidstrasse 46,steinhausen,zurich academy of internal medicine (zaim),42,,,181,
Zurich Academy of Internal Medicine (ZAIM),Zürich,CH,Grossmünsterplatz 8,,,,3540.0,,,,,3540.0,hco,mepha,2017,grossmuensterplatz 8,zuerich,zurich academy of internal medicine (zaim),27,,,277,
Zurich Academy of Internal Medicine (ZAIM),Zürich,CH,Grossmünsterplatz,,,0.0,8200.0,0.0,0.0,0.0,0.0,8200.0,hco,astrazeneca,2017,grossmuensterplatz,zuerich,zurich academy of internal medicine (zaim),27,,,277,
Zurich Academy of Internal Medicine (ZAIM) c/o Medworld AG,Steinhausen,CH,Sennweidstrasse 46,,,,3540.0,,,,,3540.0,hco,mepha,2016,sennweidstrasse 46,steinhausen,zurich academy of internal medicine (zaim) ,42,,,181,
Zurich Academy of Internal Medicine (ZAIM) (Medidays),Steinhausen,CH,c/o Medworld AG - Sennweidstrasse 46,,,0.0,3175.2,0.0,0.0,0.0,0.0,3175.2,hco,zambon,2017,cob medworld ag sennweidstrasse 46,steinhausen,zurich academy of internal medicine (zaim) (medidays),42,,,181,
Zurich Academy of Internal Medicine(ZAIM),Steinhausen,CH,Sennweidstrasse 46,6312,,,3920.0,,,,,3920.0,hco,boehringer,2017,sennweidstrasse 46,steinhausen,zurich academy of internal medicine(zaim),42,,,181,
Zurich Academy of Internal Medizin (ZAIM),Steinhausen,CH,c/o Medworld AG Sennweidstrasse 46,,,,8200.0,,,,,8200.0,hco,servier,2016,cob medworld ag sennweidstrasse 46,steinhausen,zurich academy of internal medizin (zaim),42,,,181,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,menarini,2015,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,,41580.0,,,,,41580.0,hco,vifor,2017,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,1000.0,,,,,,1000.0,hco,actelion,2016,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,MOUSSONSTRASSE 4 P.O. BOX,,,400000.0,0.0,0.0,0.0,0.0,0.0,400000.0,hco,servier,2015,moussonstrasse 4 po box,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,0.0,6000.0,571.97,1596.19,70000.0,0.0,78168.16,hco,amgen,2015,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
ZURICH HEART HOUSE,Zürich,CH,MOUSSONSTRASSE 4P.O. BOX,,,459.0,275229.0,,,,,275688.0,hco,servier,2016,moussonstrasse 4p ob box,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,,4000.0,,,,,4000.0,hco,astrazeneca,2016,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,0.0,5940.0,0.0,0.0,0.0,0.0,5940.0,hco,pfizer,2015,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,,6000.0,,,,,6000.0,hco,menarini,2016,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,,16000.0,,,,,16900.0,hco,menarini,2017,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House,Zürich,CH,Moussonstrasse 4,,,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,hco,actelion,2015,moussonstrasse 4,zuerich,zurich heart house,27,,,36,
Zurich Heart House (USZ),Zürich,CH,Moussonstr. 4Zürich,8091,,3500.0,,,,,3500.0,7000.0,hco,orion,2016,moussonstraat 4zuerich,zuerich,zurich heart house (usz),27,,,36,
Zurich Heart House (USZ),Zürich,CH,Moussonstr. 4Zürich,8091,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,orion,2015,moussonstraat 4zuerich,zuerich,zurich heart house (usz),27,,,36,
"Zurich Heart House, Foundation for Cardiovascular research",Zürich,CH,Hottingerstrasse 14,8091,,,3500.0,,,,,3500.0,hco,orion,2017,hottingerstrasse 14,zuerich,"zurich heart house, foundation for cardiovascular research",27,,,2413,1.0
"Zurich Heart House, Foundation for Cardiovascular Research",Zürich,CH,Moussonstrasse 4 P.O. Box,,,,3780.0,,,,,3780.0,hco,vifor,2016,moussonstrasse 4 po box,zuerich,"zurich heart house, foundation for cardiovascular research",27,,,36,
Zürcher Dermatologen Gesellschaft,Uster,CH,Oberlandstrasse 100,8610,,,3500.0,,,,,3500.0,hco,leo,2016,oberlandstrasse 100,uster,zürcher dermatologen gesellschaft,46,,,325,
Zürcher Blutspendedienst SRK,Schlieren,CH,Rütistrasse 19,,,,2000.0,,,,,2000.0,hco,shire,2017,ruetistrasse 19,schlieren,zürcher blutspendedienst srk,24,,,2414,1.0
Zürcher Dermatologen / Quästor ZDG,Zürich,CH,Oberlandstrasse 100,,,,,,,2000.0,,2000.0,hco,galderma,2016,oberlandstrasse 100,zuerich,zürcher dermatologen / quästor zdg,27,,,2415,1.0
Zürcher Dermatologen Gesellsch.,Uster,CH,Oberlandstrasse,,,,1500.0,,,,,1500.0,hco,almirall,2016,oberlandstrasse,uster,zürcher dermatologen gesellsch.,46,,,325,
Zürcher Dermatologen Gesellsch.,Uster,CH,Oberlandstrasse 100,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,janssen,2017,oberlandstrasse 100,uster,zürcher dermatologen gesellsch.,46,,,325,
Zürcher Dermatologen Gesellschaft,Uster,CH,"c/o  Plaza Tobias, Oberlandstrasse 100",,,,1000.0,,,,,1000.0,hco,eli,2016,cob plaza tobias oberlandstrasse 100,uster,zürcher dermatologen gesellschaft,46,,,325,
Zürcher Dermatologen Gesellschaft,Uster,CH,Oberlandstrasse 100,,,500.0,0.0,0.0,0.0,0.0,0.0,500.0,hco,galderma,2015,oberlandstrasse 100,uster,zürcher dermatologen gesellschaft,46,,,325,
