name,location,address,type,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total
Association Périnatalité Valais,SION,Rue de l'Agasse 8d,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Bündner Oberländer Ärzte-Verein,Chur,St. Martinsplatz 8,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"Cabinet de groupe Vésenaz, Route de Thonon 42",Vésenaz,Route de Thonon 42,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Cabinet Féraud Pierre,Sion,Rue du Chanoine-Berchtold 26,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Cabinet Roffler Jakob,Anières,Rue De L'ancien Lavoir 10,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Collège des médecins de Rolle- Aubonne-Gimel (RAG),Rolle,"Präsident Dr. D. Bosshard, Avenue de la Gare 1, Rolle",hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
EORTC GI Group,Genève,4. rue GabriellePerret-Gentil,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Fondazione Neuroscienze Ticino,Lugano,Via Emilio Bossi 1,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Forum FKBL-Bethesda,Liestal,KSBL / Mühlemattstrasse 26,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Fédération suisses des directrices et directeurs d'Hôpitaux (FSDH),Fribourg,,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gastroenterologie Oberaargau,Langenthal,Seilereistrasse 1,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gemeinschaftspraxis Stegstrasse,Pfäffikon SZ,Stegstrasse 33,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Gesundheitszentrum Fricktal AG,LAUFENBURG,Spitalstrasse 10,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Groupe Francophone Suisse Médecine Manuelle,St. Gallen,,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
Kinderspital Luzern,Luzern,Spitalstrasse,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Klinik St. Katharinental,Diessenhofen,Klinik St. Katharinental,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Le Noirmont- Clinique Medizin,Basel,Missionsstrasse 24,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
ORL Fortbildung,Basel,Blumenrain 20,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Ostschweizer Infostelle für Reisemedizin (OSIR),WITTENBACH,Weidstrasse 17a,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Pallivita Bethanien,Zürich,Buckhauserstrasse 36,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"PharmActuel, Baselstädtischer Apothekerverein",Binningen,Bleicherweg 5,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Praxis Ulrich Karli,Lenzburg,Niederlenzer Kirchweq 3,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Praxis für Gefässmedizin,Zürich,Bellariastrasse 40,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Schw. Hypertonie Ges.(SHG),Bern,Schwarztorstrasse 18,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Schweizerische Vereinigung Osteogenesis Imperfecta (SVOI-ASOI),Zürich,Luetschenbachstrasse 45,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
"Schweizerischer Verband Medizinischer PraxisAssistentinnen, Sektion Thurgau",Aadorf,Sektion Thurgau,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
SCOT - Swiss Coardologists of Tomorrow,Bern,Schwarztorstrasse 18,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
"SGGM Tagung ""schweizerische Gesellschaft für Gebirgsmedizin""",Lauterbrunnen,Dokterhuus,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
SOCIETA TICINESE DI DERMATOLOGIA E VENEROLOGIA,BELLINZONA,BELLINZONA,hco,0.0,0.0,1000.0,0.0,0.0,0.0,1000.0
SOTI Società Ortopedica Ticinese,Lumino,Via Castione 13,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
STiMeGer,Chiasso,Corso San Gottardo 89,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Swiss Flying Physician Association,Anieres,"c/o Jakob Roffler, Rue de l'Ancien Lavoir 10",hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Zentralschweizer ORL-Kollegium,Luzern,c/o Dr. med. Marcel Gärtner,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Zentrum für Perioperative Thrombose Und Haemostase,Zürich,Hufgasse 17,hco,0.0,0.0,0.0,0.0,1000.0,0.0,1000.0
Ärzteverein Rorschach-Rheintal,Goldach,,hco,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0
Ärzteverein Rorschach-Rheintal,Rebstein,Alte Landstrasse 106,hco,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0
Cabinet Keller Pierre,Delémont,Rue De La Maltière 10,hco,0.0,992.0,0.0,0.0,0.0,0.0,992.0
Spital-Pharmazie,Basel,Spitalstrasse 26,hco,0.0,0.0,433.0,505.0,0.0,0.0,938.0
Ärztevereinigung Senslerbezirk,Alterswil,Oberdorfstrasse 6,hco,0.0,924.5,0.0,0.0,0.0,0.0,924.5
Dermatologisches Ambulatorium (extern),Zürich,Herman-Greulich-Strasse 70,hco,0.0,0.0,0.0,912.0,0.0,0.0,912.0
Hôpitalde La Providence,Neuchâtel,Faubourg De L'Hôpital81,hco,0.0,0.0,255.95,630.37,0.0,0.0,886.32
Centre de Dermatologie Rive,Genève,Cours de Rive 2,hco,0.0,850.0,0.0,0.0,0.0,0.0,850.0
Schweizerischer Verband Medizinischer PraxisAssistentinnen Sektion Solothurn,Solothurn,Schöngrünstrasse 29,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
AGZO Dübendorf,Hittnau,Jakob-Stutz-Strasse 32,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
College des mldecins de Rolle-Aubonne-Gi mel c/  Daniel Bosshard,Rolle,Avenue de la Gare 1,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
"Gruppenpraxis Urtenen-Schönbühl, Solothurnstrasse 43",Urtenen-Schönbühl,Solothurnstrasse 43,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
New Medmotion GmbH,Bergdietikon,Im Schlittental 3,hco,0.0,0.0,0.0,0.0,800.0,0.0,800.0
Orthoprax AG,Bern,Neubrückstrasse 96,hco,0.0,0.0,0.0,0.0,800.0,0.0,800.0
Praxisgemeinschaft am Lindenberg,Hitzkirch,Seilerstrasse 2,hco,0.0,0.0,0.0,0.0,800.0,0.0,800.0
Qualitatszirkel Lenzburg,Lenzburg,Aavorstadt 40,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
RAG GROUPEMENT ROLLE - AUBONNE - GIMEL,Rolle,c/o Docteur Daniel Bossard Avenue de la Gare 1,hco,0.0,800.0,0.0,0.0,0.0,0.0,800.0
SWISS CHEMICAL SOCIETY,Bern,Schwarztorstrasse 9,hco,0.0,0.0,0.0,0.0,800.0,0.0,800.0
xundart AG Das Ärztenetzwerk Wil-Uzwil-Flawil -Toggenburg,Wil SG,Obere Bahnhofstrasse 49,hco,0.0,0.0,600.0,200.0,0.0,0.0,800.0
GIK - Schweizerische Gesellschaft f. intensive dynamische Kurzpsychotherapie atelierPsy&Psy,Baagaz,Fläscherstrasse 37,hco,0.0,750.0,0.0,0.0,0.0,0.0,750.0
Rehabilitations - Rheumazentrum,Solothurn,Schöngrünstrasse 42,hco,0.0,0.0,0.0,0.0,750.0,0.0,750.0
"CMTC ""Circolo medico tre Valli""",Dongio,Via Lucomagno 50,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
"CPR Schulung ""Daniel Harder""",Meiringen,Liechtenenweg,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
"Etabl. Hosp. Multisite cantonal, Département de pédiatrie",Neuchâtel,Maladière 45,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
Gruppo di qualità G15,Bedano,"c/o Dr Mirko Molina, Via Cantonale 37",hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
Praxis Vccb,Lugano,Via Fogazzaro 3,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
The Gentelmen's Clinic,Genève,Rue du Mont Blanc 4,hco,0.0,700.0,0.0,0.0,0.0,0.0,700.0
Urologie Praxis im Zentrum AG,St. Gallen,Poststrasse 25,hco,0.0,0.0,0.0,0.0,700.0,0.0,700.0
Vito SPATARO - Studio Medico Bellinzona,Bellinzona,Viale Stazione 23,hco,0.0,0.0,0.0,0.0,700.0,0.0,700.0
Nature First AG - Apotheke & Drogerie,Zürich,Albisriederplatz 3,hco,0.0,0.0,0.0,0.0,694.45,0.0,694.45
Apotheke Gossau,Gossau SG,St. Gallenstr. 19,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Bahnhof Apotheke,Zürich,Bahnhofplatz 15,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Brüggmoos Apotheke,Brügg,Erlenstrasse 40,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Linden Apotheke,Rupperswil,Mitteldorf 4,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Lindenplatz Apotheke,Allschwil,Langmattwei 1,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Löwen Apotheke,Sarnen,Nelkenstrasse 2,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Staedtli Apotheke,Laufen,Hauptstrasse 20,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Toppharm Apotheke Niesen,Spiez,Oberlandstrasse 7,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Toppharm Apotheke Terminus,Spiez,Bahnhofplatz,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Toppharm Morgental Apotheke,Zürich,Albisstrasse 44,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Victoria Apotheke,Zürich,Bahnhofstrasse 71,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Waldmann Apotheke,Dübendorf,Bahnhofstrasse 50,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Werd Apotheke,Zürich,Birmensdorferstr asse 51,hco,0.0,0.0,186.16,422.06,0.0,0.0,608.22
Cabinet Guttmann / Schürch,Lausanne,Avenue de la Gare 10,hco,0.0,600.0,0.0,0.0,0.0,0.0,600.0
Hausärzte Qualitätszirkel Liestal,Liestal,Kesselweg 40,hco,0.0,600.0,0.0,0.0,0.0,0.0,600.0
Pharmacie de l'Hôtel de Ville SA,Echallens,Place De Château 3,hco,0.0,0.0,0.0,0.0,600.0,0.0,600.0
Pharmacie de la Grand-Rue,Peseux,Grand-Rue 42,hco,0.0,0.0,0.0,0.0,600.0,0.0,600.0
Privatklinik Linde AG,Biel/Bienne,Blumenrain 105,hco,0.0,574.08,0.0,0.0,0.0,0.0,574.08
Qualitätszirkel Mittelthurgau Ost / Dres. Gropp GmbH,Bottighofen,Oberer Garten 1,hco,0.0,218.0,0.0,0.0,300.0,0.0,518.0
VFP,Bern,Laupenstrasse 7,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
Association HTAP Revivre,Genève,Chemin des Sports 16,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
Augenklinik Hohmad,Thun,Hohmadstrasse 1,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
BEBO Verlag & Training GmbH,Uster,Loren-Allee 12,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Cabinet Park Chan-II,Meyrin,Avenue Jean-Daniel Maillard 11,hco,0.0,0.0,0.0,0.0,0.0,500.0,500.0
CHVR - Hôpital du Valais,Sion,Rue des Cèdres 8,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
ESIO e.V.,Richterswil,Dorfstrasse,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Forum Junger Chirurgen,Basel,St. Claraspital AG,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
IG-Nephrologie Krankenpflege der deutschen Schweiz,Steinmaur,Frohbergstrasse 16,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Institut Clinique de Nuerosciences,Genève,Rue de la Terrassière 58,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Journées postgraduées de l'Unité de Proctologie,Genève,Rue Micheli-du-Crest 24,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Klinik Südhang & Forel Klinik,Kirchlindach,ATF Forschungsverbund - Südhang 1,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Max Zeller Söhne AG,Romanshorn,Seeblickstrasse 4,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Praxis Uromed AG Daneshpour Amir /  Schneider Robert,Thun,Bahnhofstrasse 1,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
SGH Wegweiser,,,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Soc. d'imagerie muscolo-squelettique,Sion,Rue du Scex 2,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Societe medicale du Valais(WÄV),Sion,Route de Vlssigen 70,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
Spyra & Partners GMBH,Boll,Obermoos 12,hco,500.0,0.0,0.0,0.0,0.0,0.0,500.0
Vereinigung Rettungssanitäter Schweiz (VRS),Sursee,Bahnhofstrasse 7b,hco,0.0,500.0,0.0,0.0,0.0,0.0,500.0
Hôpitalla Tour Reseau Desoins,Meyrin,Avenue Jeandaniel Maillard 3,hco,0.0,0.0,0.0,477.58,0.0,0.0,477.58
Centre de Chimiothérapie,Fribourg,Route de Villars 37,hco,0.0,450.0,0.0,0.0,0.0,0.0,450.0
Inga Hegemann USZ,Zürich,Rämistrasse 100,hco,0.0,0.0,0.0,443.0,0.0,0.0,443.0
Rehazentrum Malenstadtberg Kliniken Valens,Malenstadtberg,Chnoblisbüel 1,hco,0.0,0.0,295.0,139.0,0.0,0.0,434.0
HNO Praxis Strum,Basel,Theaterstrasse 4,hco,0.0,0.0,0.0,405.74,0.0,0.0,405.74
Drugshortage.ch,Matten b. Interlaken,Lärchenweg 13,hco,0.0,400.0,0.0,0.0,0.0,0.0,400.0
Schweizerische Gesellschaft für Gerontologie,Bern,Schwanengasse 14,hco,340.0,0.0,0.0,0.0,0.0,0.0,340.0
Centro Endomed SA,Bellinzona,Via Nizzola 1,hco,0.0,313.0,0.0,0.0,0.0,0.0,313.0
Praxis Müller Dominik,Biel/Bienne,Bahnhofstrasse 54,hco,300.0,0.0,0.0,0.0,0.0,0.0,300.0
Ärztenetzwerk Doccare,Fällanden,Maurstrasse 24a,hco,0.0,300.0,0.0,0.0,0.0,0.0,300.0
Fachgruppe Neurologie. Neurochirurgie und Neuroradiologie,Gränichen,c/o Dr med Silke Biethahn. Rüthofstr 22,hco,0.0,250.0,0.0,0.0,0.0,0.0,250.0
Pharmacie Amavita Centre Migros - Jean Claude Zurcher,Moutier,Rue de l'Ecluse 1,hco,0.0,0.0,0.0,0.0,230.0,0.0,230.0
Hausärzte QZ Region Bülach Embrach Lufingen,Embrach,Römerweg 51,hco,0.0,200.0,0.0,0.0,0.0,0.0,200.0
"Schweiz. Gesellschaft für Toxikologie c/o  Elisabeth Rosner (Secretariat) Novartis Pharma AG, Werk Klybeck",Basel,,hco,0.0,60.0,0.0,0.0,60.0,0.0,120.0
Sfk,Ebmatingen,Vorder Rainholzstrasse 3,hco,0.0,0.0,0.0,0.0,0.0,25.2,25.2
Cardiance Clinic AG,Pfäffikon SZ,Zentrum Staldenbach 5/7,hco,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Foundation for Research in Rheumatology (FOREUM),,,hco,1067622.42,0.0,0.0,0.0,0.0,0.0,1067622.42
Fondazione linfomi Ticino,Bellinzona,"Via Ospedale, Bellinzona",hco,161365.18,82819.32,0.0,0.0,2000.0,0.0,246184.5
TOPEC Global LLC (GmbH),Zürich,Löwenstrasse 1,hco,216600.0,0.0,0.0,0.0,0.0,0.0,216600.0
Junge Hausärztinnen und -ärzte (JHaS),Bern,Effingerstrasse 2,hco,24200.0,142680.0,0.0,0.0,0.0,0.0,166880.0
Secrétariat du Groupement Romand de la Société Suisse de Gynécologie et Obstétrique,Cheseaux-sur-lausanne,Rue des Pâquis 1,hco,0.0,125042.40000000001,6125.0,0.0,0.0,0.0,131167.4
Fondation F.A.B.E.R.,Lausanne,Rue de la Vigie,hco,80000.0,0.0,0.0,0.0,0.0,0.0,80000.0
IOF (NYON) RGT CHF,Nyon,9 RUE JUSTE OLIVIER,hco,44000.0,27000.0,0.0,0.0,0.0,0.0,71000.0
ICML,Bellinzona,OSPEDALE SAN GIOVANNIDEI LINFOMI NEL TICINO,hco,36250.0,13572.62,3757.0,0.0,0.0,0.0,53579.62
Kantonsspital Baselland,Bruderholz,Bruderholz,hco,588.0,36680.0,982.0,3450.0,6034.65,216.95,47951.6
Osteoporose Plattform SGR Zentrum für Rheuma-u. Knochenkrankheit.,Zürich,Bellariastrasse 38,hco,0.0,47000.0,0.0,0.0,0.0,0.0,47000.0
Hôpital La Tour Réseau de Soins,Meyrin,Avenue Jean-Daniel Maillard 3,hco,2000.0,42650.0,0.0,460.54,0.0,500.0,45610.54
Schweizerische Gesellschaft für Pneumologie,Bern,Peter Merian-Strasse 80,hco,44600.0,0.0,0.0,0.0,0.0,0.0,44600.0
SGMO,Zürich,Bahnhofplatz 4,hco,2000.0,42560.0,0.0,0.0,0.0,0.0,44560.0
Psychiatrische Dienste - Solothurner Spitäler AG,Solothurn,Weissensteinstrasse 102,hco,0.0,39873.0,368.5,700.86,0.0,0.0,40942.36
ART Verein / Ärztezentrum Täfernhot,Baden-dättwil,Mellingerstrasse 207 (2. Stock),hco,40000.0,0.0,0.0,0.0,0.0,0.0,40000.0
Krebsliga beider Basel,Basel,Mittlere Strasse 35,hco,0.0,35000.0,0.0,0.0,0.0,0.0,35100.0
Universitäre Psychiatrische Kliniken,Basel,Wilhelm Kleinstrasse 27,hco,9550.0,13185.0,206.36,1240.6399999999999,9510.0,0.0,33692.0
Clienia Schlössli AG,Oetwil Am See,Schlösslistrasse 8,hco,0.0,30768.0,0.0,0.0,0.0,0.0,30768.0
CardioVasc Schweiz AG,Luzern,St. Anna-Strasse 32,hco,0.0,30000.0,0.0,0.0,0.0,0.0,30000.0
SONAR - Swiss Sonography Group in Arthritis and Rheumatism,Bern,Bahnhofplatz 1,hco,30000.0,0.0,0.0,0.0,0.0,0.0,30000.0
Swiss Society of Neonatology,Cheseaux,Rue du Pâquis 1,hco,0.0,28700.0,0.0,0.0,0.0,0.0,28700.0
PsoriNet Kompetenznetz Psoriasis niedergelassener Dermatologen Schweiz,Uster,Oberlandstrasse 100,hco,0.0,27500.0,0.0,0.0,0.0,0.0,27500.0
World Sleep Federation c/o Congrex Switzerland Ltd,Basel,World Sleep Federation - c/o Congrex Switzerland Ltd Peter Merian-Strasse 80,hco,0.0,26898.96,0.0,0.0,0.0,0.0,26898.96
SGC-SSC Schweizerische Gesellschaft für Chirurgie,Aarau,Bahnhofstrasse 55,hco,0.0,25990.0,0.0,0.0,0.0,0.0,25990.0
Mednet Bern AG,Bern,Sidlerstrasse 4,hco,20000.0,4000.0,0.0,0.0,0.0,0.0,24040.0
Meeting Com Congress Organisation,Cheseaux-sur-lausanne,Rue des Pâquis 1,hco,0.0,23500.0,0.0,405.0,0.0,0.0,23905.0
Spital Netz Bern AG,Bern,Morillonstrasse 77,hco,0.0,15400.0,0.0,0.0,7000.0,0.0,22400.0
Schweizerisches Institut für Klein- und Mittelunternehmen,St. Gallen,Dufourstrasse 40a,hco,0.0,21000.0,0.0,0.0,0.0,0.0,21000.0
Universitätsspital Bern,Bern,Inselspital,hco,7000.0,8550.0,614.0,3735.13,1000.0,0.0,20899.13
KMS Kongress Management Swiss,Bern,Brunnmattstrasse 83,hco,0.0,20336.2,0.0,0.0,0.0,0.0,20336.2
Intercontinental Cooperative ITP Study Group (ICIS),Basel,Spitalstrasse 33,hco,0.0,20000.0,0.0,0.0,0.0,0.0,20000.0
Axantus Sàrl,Genève,Digital Medical Education,hco,0.0,19600.0,0.0,0.0,0.0,0.0,19600.0
Ärzte-Gesellschaft des Kantons Zug,Neuheim,Im Blatt B1,hco,5000.0,13000.0,0.0,0.0,0.0,0.0,18000.0
GAFFI,Genève,Rue De L'ancien-port 14,hco,0.0,15828.96,0.0,0.0,0.0,0.0,15828.96
Geneva University Hospital,Genève,Rue-Gabrielle-Perret-Gentil 4 Case postale,hco,0.0,15816.0,0.0,0.0,0.0,0.0,15816.0
Entlebucher Hausärztetage / VLUHA,Emmenbrücke,Rüeggisinger-strasse 29,hco,0.0,15185.0,0.0,0.0,0.0,0.0,15185.0
Swiss TSC Network,Zürich,Bahnhofplatz 4,hco,15000.0,0.0,0.0,0.0,0.0,0.0,15000.0
Pflegeakademie,Liestal,"c/o LH Medical Managemenet GmbH, Postfach 278",hco,2500.0,8400.0,0.0,0.0,0.0,2500.0,13400.0
Universitäres Zentrum für Hausarztmedizin beider Basel uniham-bb,Liestal,Rheinstrasse 26,hco,0.0,13000.0,0.0,0.0,0.0,0.0,13000.0
Hôpital de Cery,Prilly,"Route du Mont, Prilly",hco,0.0,12280.0,0.0,0.0,0.0,0.0,12280.0
Spitex-Förderver ein Allschwil-Schönenbuch + Binningen,Allschwil,Baslerstrasse 247,hco,0.0,12000.0,0.0,0.0,0.0,0.0,12000.0
Diabetes-Gesellschaft Region Basel,Basel,Mittlere Strasse 35,hco,10000.0,500.0,0.0,0.0,0.0,0.0,10500.0
AGFAM Arbeitsgemeinschaft Fortbildung für Apotheken-Mitarbeiter,Hettlingen,c/o Dr. Maunja Schröder,hco,0.0,10500.0,0.0,0.0,0.0,0.0,10500.0
Ärzte am Rhein AG,Eschenz,Mettlenstrasse 1,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Fachgesellschaft,Zürich,Birmensdorferstrasse 497,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
FIVNAT Kommission,Worb,Postfach 754,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Hausarztzentrum Gersag,Emmenbrücke,Rüeggisingerstrasse 29,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Herzkreislaufstiftung,Zürich,Moussonstrasse 4,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
ICIS Study Group Uni-Kinderspital,Basel,Petersgraben 4,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Schw. Herzstiftung,Bern,Schwarztorstrasse 18,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
Stiftung für krebskranke Kinder Regio Basiliensis,Basel,St. Johanns-Vorstadt 46,hco,10000.0,0.0,0.0,0.0,0.0,0.0,10000.0
Vereinigung Cerebral Zürich,Zürich,Mutschellenstrasse 79,hco,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0
HerzGefässStiftung Zürich,Frauenfeld,Walzmühlestrasse 55a,hco,0.0,9343.0,0.0,0.0,0.0,0.0,9343.0
REA2000,St. Gallen,St. Gallen,hco,0.0,9200.0,0.0,0.0,0.0,0.0,9200.0
Schweizerische Pankreasstiftung,Bern,Sulgenrain 12,hco,0.0,9000.0,0.0,0.0,0.0,0.0,9000.0
"Medidays, USZ",Steinhausen,Medidays - Sennweidstrasse 46,hco,0.0,8520.0,0.0,0.0,0.0,0.0,8520.0
SS BP Swiss Society of Biological Psychiatry,Basel,Petersgraben 4,hco,0.0,8500.0,0.0,0.0,0.0,0.0,8500.0
Luzerner Kantonsspital,Luzem,Spitalslrasse,hco,2400.0,3000.0,0.0,0.0,3000.0,0.0,8400.0
Schweizerische Interessengruppe für Diabetesfachberatung,Bern,Moosweg 13,hco,500.0,6700.0,0.0,0.0,1000.0,0.0,8200.0
"Asana Gruppe AG, Spital Leuggern",Leuggern,Kommendeweg 14,hco,0.0,2160.0,0.0,0.0,5880.0,0.0,8040.0
Schweizerische Ärztegesellschaft für Manuelle Medizin (SAMM),Bern,Rabbentalstrasse 83,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Swiss Paediatric Oncology Group,Bern,Effingerstrasse 40,hco,0.0,8000.0,0.0,0.0,0.0,0.0,8000.0
Aequilibris Seminare AG,Basel,Steinenvorstadt 11,hco,0.0,7900.0,0.0,0.0,0.0,0.0,7900.0
cc-camenisch consulting,Zürich,Neumunsterstrasse 32,hco,0.0,0.0,0.0,0.0,7613.0,0.0,7613.0
E-HealthSolution s GmbH Ooctornet,Zürich,Friedaustrasse 17,hco,0.0,2500.0,0.0,0.0,5000.0,0.0,7500.0
LT3 Suisse Sagl,Chiasso,Via E. Bossi 50,hco,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0
Swiss Society for Interventional Pain Management,Montreux,Avenue des Planches 15,hco,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0
Aerztegesellschaft Luzern,Luzern,Schwanenplatz 7,hco,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0
Healthworld,Steinhausen,Sennweidstrasse 46,hco,0.0,7456.0,0.0,0.0,0.0,0.0,7456.0
Ärzteverband Bezirk Zofingen,Strengelbach,Brittnauerstrasse 20,hco,0.0,6450.0,0.0,0.0,864.0,0.0,7314.0
Rencontres Romandes de Dermatologie et Vénéréologie,Bern,Dalmazirain 11,hco,0.0,7200.0,0.0,0.0,0.0,0.0,7200.0
Schweizerische Gesellschaft für Neonatologie,Luzern,Prof. Dr. med. Thomas Berger Spitalstrasse,hco,4000.0,3000.0,0.0,0.0,0.0,0.0,7000.0
Université de Neuchâtel,Neuchâtel,Av. du 1er-Mars 26,hco,0.0,0.0,6633.0,0.0,0.0,0.0,6633.0
Unione Farmaceutica Distribuzione SA,Barbengo,Via Figino 6,hco,0.0,6600.0,0.0,0.0,0.0,0.0,6600.0
"Lindenhof AG, Spital Sonnenhof",Bern,Buchserstrasse 30,hco,2000.0,4500.0,0.0,0.0,0.0,0.0,6500.0
Swiss Family Doc/ vertreten durch Medworld,Basel,Sennweidstrasse 46,hco,0.0,6350.0,0.0,0.0,0.0,0.0,6350.0
Schweizerische Gesellschaft für Nephrologie,Cheseaux-sur-lausanne,c/o Meeting.com Sàrl,hco,0.0,6240.0,0.0,0.0,0.0,0.0,6240.0
Association Vaudoise du Diabète,Lausanne,Av. De provence 12,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
"Fent Event GmbH, SKG Herbsttagung",Bronschhofen,Eggwilerstrasse 16B,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Kontinenz Zentrum Hirslanden,Zürich,"KontinenzZentrum Hirslanden, Witellikerstrasse 40",hco,6000.0,0.0,0.0,0.0,0.0,0.0,6000.0
Universitätsvermögen,Basel,Petersgraben 35,hco,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0
Davos Destinations-Organisation,Davos Platz,Talstrasse 41,hco,0.0,5540.0,0.0,0.0,0.0,0.0,5540.0
Bündner Oberländer Ärzteverein,Ilanz,Paradiesgärtli 4,hco,3000.0,2500.0,0.0,0.0,0.0,0.0,5500.0
Psych. Klinik Königsfelden Psychiatrische Klinik,Windisch,Zürcherstrasse 241,hco,2500.0,3000.0,0.0,0.0,0.0,0.0,5500.0
Kardiologie Plus GmbH,Luzern,St. Anna Strasse 32,hco,0.0,5400.0,0.0,0.0,0.0,0.0,5400.0
