name,location,country,address,plz,uci,donations_grants,sponsorship,registration_fees,travel_accommodation,fees,related_expenses,total,type,source,year,address_expand,location_expand,name_expand,group,main_address
Schweizerische Hämophilie-Gesellschaft SHG,Altstätten,CH,Mühlibachstrasse 5,,,,,,2500.0,,,2500.0,hco,novo,2017,muehlibachstrasse 5,altstaetten,schweizerische hämophilie-gesellschaft shg,549,1.0
Schweizerische Hämophilie-Gesellschaft SHG,Altstätten,CH,Mühlibachstrasse 5,,,16000.0,,,500.0,,,16500.0,hco,novo,2016,muehlibachstrasse 5,altstaetten,schweizerische hämophilie-gesellschaft shg,549,
Schweiz. Vereinig. gegen die Osteoporose/Ass oc. Suisse contre l'Ostéoporose,Basel,CH,Missionsstrasse 24,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,eli,2015,missionsstrasse 24,basel,schweiz. vereinig. gegen die osteoporose/ass oc. suisse contre l'ostéoporose,550,
Schweiz. Vereinig. gegen die Osteoporose/Ass oc. Suisse contre l'Ostéoporose,Basel,CH,Missionsstrasse 24,,,,33500.0,,,,,33500.0,hco,eli,2016,missionsstrasse 24,basel,schweiz. vereinig. gegen die osteoporose/ass oc. suisse contre l'ostéoporose,550,
Schweiz. Vereinig. gegen die Osteoporose/Ass oc. Suisse contre l'Ostéoporose,Basel,CH,Missionsstrasse 24,,,,3000.0,,,,,3000.0,hco,eli,2017,missionsstrasse 24,basel,schweiz. vereinig. gegen die osteoporose/ass oc. suisse contre l'ostéoporose,550,1.0
Schweiz. Vereinig. gegen die Osteoporose/Assoc. Suisse contre l'Ostéoporose,Basel,CH,Missionsstrasse 24,,,,2500.0,,,,,2500.0,hco,takeda,2016,missionsstrasse 24,basel,schweiz. vereinig. gegen die osteoporose/assoc. suisse contre l'ostéoporose,550,
Schweizerische Nierenstiftung,Worb b. Bern,CH,Postfach 754,,,,500.0,,,,,500.0,hco,vifor,2016,postfach 754,worb beib bern,schweizerische nierenstiftung,551,
Schweizerische Nierenstiftung,Worb,CH,Postfach 754 Worb,,,2000.0,0.0,0.0,0.0,0.0,0.0,2000.0,hco,astellas,2017,postfach 754 worb,worb,schweizerische nierenstiftung,551,1.0
Schweizerische Nierenstiftung,Worb B. Bern,CH,Postfach 754,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,abbvie,2015,postfach 754,worb beib bern,schweizerische nierenstiftung,551,
Schweizerische Nierenstiftung,Worb,CH,Postfach 754,,,3000.0,0.0,0.0,0.0,0.0,0.0,3000.0,hco,baxter,2016,postfach 754,worb,schweizerische nierenstiftung,551,
Schweizerischer Hebammenverband,Bern,CH,Rosenweg 25 C,,,,1480.0,,,,,1480.0,hco,ferring,2016,rosenweg 25 c,bern,schweizerischer hebammenverband,552,
Schweizerischer Hebammenverband,Bern,CH,Rosenweg 25c,,,,2462.4,,,,,2462.4,hco,vifor,2016,rosenweg 25c,bern,schweizerischer hebammenverband,552,
Schweizerischer Hebammenverband,Bern,CH,Rosenweg 25 C,,,,1890.0,,,,,1890.0,hco,ferring,2017,rosenweg 25 c,bern,schweizerischer hebammenverband,552,1.0
Schweizerischer Hebammenverband,Bern,CH,Rosenweg 25 C,,,0.0,2280.0,0.0,0.0,0.0,0.0,2280.0,hco,vifor,2015,rosenweg 25 c,bern,schweizerischer hebammenverband,552,
Sensler Ärzteverein,Tafers,CH,Zelgstrasse 25,,,1000.0,,,,,,1000.0,hco,mundipharma,2017,zelgstrasse 25,tafers,sensler ärzteverein,553,
Sensler Ärzteverein Herr Dr. med. Alexander Kunz,Tafers,CH,Zelgstrasse 25,,,,1500.0,,,,,1500.0,hco,msd,2017,zelgstrasse 25,tafers,sensler ärzteverein herr dr. med. alexander kunz,553,1.0
Sensler Ärzteverein Herr Dr. med.Alexander Kunz,Tafers,CH,Zelgstrasse 25,1712,,,1500.0,,,,,1500.0,hco,boehringer,2017,zelgstrasse 25,tafers,sensler ärzteverein herr dr. med.alexander kunz,553,
Ärzteverein Alexander Kunz,Täfers,CH,Ärzteverein - Alexander Kunz Zeigstrasse 25,,,,1000.0,,,,,1000.0,hco,msd,2016,aerzteverein alexander kunz zeigstrasse 25,taefers,ärzteverein alexander kunz,553,
SFPA,Carouge GE,CH,Quai Du Cheval-blanc 2,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,bayer,2016,quai du cheval-blanc 2,carouge ge,sfpa,554,
SFPA Swiss Flying Physicians Association,Carouge GE,CH,Quai du cheval-blanc 2,,,,1000.0,,,,,1000.0,hco,pfizer,2016,quai du cheval-blanc 2,carouge ge,sfpa swiss flying physicians association,554,1.0
Swiss Flying Physician Association,Carouge GE,CH,Quai du Cheval Blanc 2,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,gruenenthal,2016,quai du cheval blanc 2,carouge ge,swiss flying physician association,554,
Swiss Flying Physicians Association,Carouge GE,CH,Quai Du Cheval Blanc 2,,,,1000.0,,,,,1000.0,hco,amgen,2016,quai du cheval blanc 2,carouge ge,swiss flying physicians association,554,
SGORL Swiss Society of ORL Head and Neck Surgery,Basel,CH,c/o IMK Institut für Medizin und Kommunikation AG - Münsterberg 1,,,0.0,5200.0,0.0,0.0,0.0,0.0,5200.0,hco,zambon,2015,cob imk institut fuer medizin und kommunikation ag muensterberg 1,basel,sgorl swiss society of orl head and neck surgery,555,
SSORL Swiss Society of ORL Head and Neck Surgery,Basel,CH,Münsterberg 1,,,,5200.0,,,,,5200.0,hco,zambon,2016,muensterberg 1,basel,ssorl swiss society of orl head and neck surgery,555,
"Swiss Society of Oto-Rhino-Laryngology, Head and Neck Surgery (SSORL)",Basel,CH,Münsterberg 1,,,,15368.4,,,,,15368.4,hco,vifor,2017,muensterberg 1,basel,"swiss society of oto-rhino-laryngology, head and neck surgery (ssorl)",555,1.0
"Swiss society of Oto-Rhino-Laryngology, Head and Neck Surgery",Basel,CH,Münsterberg 1,,,,4700.0,,,,,4700.0,hco,menarini,2016,muensterberg 1,basel,"swiss society of oto-rhino-laryngology, head and neck surgery",555,
SGSM Schweiz. Gesellschaft für Sportmedizn,Bern,CH,Rabbentalstrasse 83,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,mepha,2015,rabbentalstrasse 83,bern,sgsm schweiz. gesellschaft für sportmedizn,556,
SGSM Schweizerische Gesellschaft für Sportmedizin,Bern,CH,Rabbentalstrasse 83,,,0.0,6134.0,0.0,0.0,0.0,0.0,6134.0,hco,pfizer,2017,rabbentalstrasse 83,bern,sgsm  sportmedizin,556,1.0
SGSM Schweizerischer Verein für Sportmedizin,Bern,CH,Rabbentalstrasse 83,,,,1000.0,,,,,1000.0,hco,mepha,2016,rabbentalstrasse 83,bern,sgsm schweizerischer verein für sportmedizin,556,
"SGSM""schweizerische Gesellschaft für Sportmedizin""",Bern,CH,Rabbentalstrasse 83,,,,1000.0,,,,,1020.0,hco,mepha,2017,rabbentalstrasse 83,bern,"sgsm""schweizerische gesellschaft für sportmedizin""",556,
SGUM,Diepoldsau,CH,Vordere Kirchstrasse 8,,,,1920.0,,,,,1920.0,hco,servier,2016,vordere kirchstrasse 8,diepoldsau,sgum,557,
SGUM,Diepoldsau,CH,Vordere Kirchstrasse 8,,,0.0,2085.0,0.0,0.0,0.0,0.0,2085.0,hco,servier,2015,vordere kirchstrasse 8,diepoldsau,sgum,557,
Sgum - Schweizerische Gesellschaft Furultraschall In Der Medizin,Diepoldsau,CH,Vordere Kirchgasse 8,,,,3840.0,,,,,3840.0,hco,amgen,2016,vordere kirchgasse 8,diepoldsau,sgum - schweizerische gesellschaft furultraschall in der medizin,557,
Sgum -Schweizerische Gesellschaft Furultraschall In Der Medizin,Diepoldsau,CH,Vorderekirchgasse 8,,,,3840.0,,,,,3840.0,hco,amgen,2017,vorderekirchgasse 8,diepoldsau,sgum -schweizerische gesellschaft furultraschall in der medizin,557,1.0
Société Suisse d'Endocrinologie et de Diabeétologie Pédiatrique,Genève,CH,"c/o Hôpiaux Université Genève, Rue Willy-Donzé 6",,,,5000.0,,,,,5000.0,hco,eli,2016,centreo hopiaux universite geneve rue willy-donze 6,geneve,société suisse d'endocrinologie et de diabeétologie pédiatrique,558,
Société Suisse d'Endocrinologie et de Diabétologie Pédiatrique,Genève,CH,Rue Willy Donzé 6,,,0.0,4000.0,0.0,0.0,0.0,0.0,4000.0,hco,novo,2015,rue willy donze 6,geneve,société suisse d'endocrinologie et de diabétologie pédiatrique,558,
Société Suisse d'Endocrinologie et de Diabétologie Pédiatrique,Genève,CH,"c/o Hôpitaux Univérsit. Genève, Rue Willy-Donzé 6",,,,2500.0,,,,,2500.0,hco,eli,2017,centreo hopitaux universit geneve rue willy-donze 6,geneve,société suisse d'endocrinologie et de diabétologie pédiatrique,558,1.0
Société Suisse d'Endocrinologie et de Diabétologie Pédiatrique,Genève,CH,"c/o Hôpitaux Univérsit. Genève, Rue Willy-Donzé 6",,,0.0,10000.0,0.0,0.0,0.0,0.0,10000.0,hco,eli,2015,centreo hopitaux universit geneve rue willy-donze 6,geneve,société suisse d'endocrinologie et de diabétologie pédiatrique,558,
Spital Brig / Spital Wallis Spitalzentrum Oberwallis (SZO),Brig,CH,Überlandstrasse 14,,,0.0,0.0,0.0,73.0,0.0,0.0,73.0,hco,novartis,2015,ueberlandstrasse 14,brigada,spital brig / spital wallis spitalzentrum oberwallis (szo),559,
Spitalzentrum Oberwallis,Brig,CH,Überlandstrasse 14,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,amgen,2015,ueberlandstrasse 14,brigada,spitalzentrum oberwallis,559,
Spitalzentrum Oberwallis,Brig,CH,Überlandstrasse 14,,,,,,,,1000.0,1000.0,hco,daiichi,2016,ueberlandstrasse 14,brigada,spitalzentrum oberwallis,559,
Spitalzentrum Oberwallis,Brig,CH,Überlandstrasse 14,,,,,170.61,1261.55,,,1432.16,hco,takeda,2016,ueberlandstrasse 14,brigada,spitalzentrum oberwallis,559,1.0
Stift. zur Förderung der Medizin,Scuol,CH,Via dals Bogns 323,,,,7500.0,,,,,7500.0,hco,bgp,2017,via dals bogns 323,scuol,stift. zur förderung der medizin,560,1.0
Stiftung zur Förderung der Medizin im Engadin,Scuol,CH,Via dals Bogns 323,7550,,0.0,7500.0,0.0,0.0,0.0,0.0,7500.0,hco,takeda,2017,via dals bogns 323,scuol,stiftung zur förderung der medizin im engadin,560,
Stiftung zur Förderung der Medizin im Engadin,Scuol,CH,Via dals Bogns,,,,7500.0,,,,,7500.0,hco,vifor,2017,via dals bogns,scuol,stiftung zur förderung der medizin im engadin,560,
Stiftung zur Förderung der Medizin im Engadin,Scuol,CH,Via dals Bogns 323,,,,15000.0,,,,,15000.0,hco,menarini,2016,via dals bogns 323,scuol,stiftung zur förderung der medizin im engadin,560,
Stiftung für Parkinsonforschung,Bern,CH,c/o Universitätsklinik für Neurologie,,,,6000.0,,,,,6000.0,hco,actelion,2017,cob universitaetsklinik fuer neurologie,bern,stiftung für parkinsonforschung,561,1.0
Stiftung für Parkinsonforschung,Bern,CH,c/o Universitätsklinik für Neurologie,,,6000.0,,,,,,6000.0,hco,actelion,2016,cob universitaetsklinik fuer neurologie,bern,stiftung für parkinsonforschung,561,
Stiftung für Parkinsonforschung,Bern,CH,c/o Universitätsklinik für Neurologie,,,0.0,6000.0,0.0,0.0,0.0,0.0,6000.0,hco,actelion,2015,cob universitaetsklinik fuer neurologie,bern,stiftung für parkinsonforschung,561,
Stiftung für Parkinsonforschung - Kongressorganisation Parkinsonsymposien,Bern,CH,c/o  Inselspitel - Universitätsklinik für Neurologie,,,4000.0,10000.0,0.0,0.0,0.0,0.0,14000.0,hco,zambon,2017,cob inselspitel universitaetsklinik fuer neurologie,bern,stiftung für parkinsonforschung - kongressorganisation parkinsonsymposien,561,
Stiftung Urologische Forschung,Zürich,CH,"Claridenstrasse 25, Zürich",,,0.0,7000.0,0.0,0.0,0.0,0.0,7000.0,hco,janssen,2015,claridenstrasse 25 zuerich,zuerich,stiftung urologische forschung,562,
Stiftung Urologische Forschung,Zürich,CH,Stiftung Urologische Forschung Claridenstrasse 25,,,,7000.0,,,,,7000.0,hco,astellas,2016,stiftung urologische forschung claridenstrasse 25,zuerich,stiftung urologische forschung,562,
Stiftung Urologische Forschung,Zürich,CH,Claridenstrasse25,,,,5400.0,,,,,5400.0,hco,amgen,2017,claridenstrasse25,zuerich,stiftung urologische forschung,562,1.0
Stiftung Urologische Forschung,Zürich,CH,Claridenstrasse 25,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,janssen,2016,claridenstrasse 25,zuerich,stiftung urologische forschung,562,
SVA Graubünden,Chur,CH,Eichenweg 1,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,vifor,2015,eichenweg 1,chur,sva graubünden,563,
SVA Sektion Graubünden,Chur,CH,Eichenweg 1,,,,500.0,,,,,500.0,hco,gilead,2016,eichenweg 1,chur,sva sektion graubünden,563,1.0
SVA Sektion Graubünden,Chur,CH,Eichenweg 1,,,0.0,500.0,0.0,0.0,0.0,0.0,500.0,hco,gilead,2015,eichenweg 1,chur,sva sektion graubünden,563,
Vorstand SVA Graubünden,Chur,CH,Eichenweg 1,,,,1000.0,,,,,1000.0,hco,vifor,2016,eichenweg 1,chur,vorstand sva graubünden,563,
Swiss Cardiovascular Foundation,Bern,CH,Waisenhausplatz 14,,,2500.0,,,,,,2500.0,hco,actelion,2017,waisenhausplatz 14,bern,swiss cardiovascular foundation,564,
Swiss Cardiovascular Foundation,Bern,CH,Waisenhausplatz 14,3011,1060352983,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,bayer,2017,waisenhausplatz 14,bern,swiss cardiovascular foundation,564,
Swiss Cardiovascular Foundation,Bern,CH,Waisenhausplatz 14,,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,pfizer,2017,waisenhausplatz 14,bern,swiss cardiovascular foundation,564,1.0
Swiss Cardiovascular Foundation c/o Herr Björn Bernhard,Bern,CH,Waisenhausplatz 14,,,,2000.0,,,1000.0,,3000.0,hco,msd,2017,waisenhausplatz 14,bern,swiss cardiovascular foundation ,564,
Swiss Experts in Viral Hepatitis,Zürich,CH,Konradstrasse 32,,,,70000.0,,,,,70000.0,hco,abbvie,2017,konradstrasse 32,zuerich,swiss experts in viral hepatitis,565,1.0
Swiss Experts in Viral Hepatitis,Zürich,CH,Konradstrasse 32,,,,19176.0,,,,,19176.0,hco,bristol,2016,konradstrasse 32,zuerich,swiss experts in viral hepatitis,565,
Swiss Experts in Viral Hepatitis,Zürich,CH,Konradstrasse 32,,,,1000.0,,,,,1000.0,hco,bristol,2017,konradstrasse 32,zuerich,swiss experts in viral hepatitis,565,
Swiss Experts in Viral Hepatitis,Zürich,CH,Konradstrasse 32,,,,70000.0,,,5000.0,,75000.0,hco,abbvie,2016,konradstrasse 32,zuerich,swiss experts in viral hepatitis,565,
Swisstransplant,Bern,CH,Effingerstrasse 1,3011,,30500.0,0.0,0.0,0.0,800.0,0.0,31300.0,hco,astellas,2017,effingerstrasse 1,bern,swisstransplant,566,
Swisstransplant Nationale Stiftung für Organspende und Transplantation,Bern,CH,Effingerstrasse 1,,,5000.0,0.0,0.0,0.0,0.0,0.0,5000.0,hco,novartis,2017,effingerstrasse 1,bern,swisstransplant nationale stiftung für organspende und transplantation,566,1.0
Swisstransplant Nationale Stiftung für Organspende und Transplantation,Bern,CH,Effingerstrasse 1,3011,,0.0,31500.0,0.0,0.0,0.0,0.0,31500.0,hco,roche,2017,effingerstrasse 1,bern,swisstransplant nationale stiftung für organspende und transplantation,566,
Swisstransplant Nationale Stiftung für Organspende und Transplantation,Bern,CH,Effingerstrasse 1,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,roche,2016,effingerstrasse 1,bern,swisstransplant nationale stiftung für organspende und transplantation,566,
"VHZ ""Verein Hausärzte Stadt Zürich""",Zürich,CH,,,,,5000.0,,,,,5000.0,hco,mepha,2016,,zuerich,"vhz ""verein hausärzte stadt zürich""",567,
Verein Hausärzte Stadt Zürich,Zürich,CH,,,,,3000.0,,,,,3000.0,hco,mepha,2016,,zuerich,verein hausärzte stadt zürich,567,1.0
Verein Hausärzte Stadt Zürich,ZÜRICH,CH,(no postal address),,,0.0,2500.0,0.0,0.0,0.0,0.0,2500.0,hco,glaxosmithkline,2016,no postal address,zuerich,verein hausärzte stadt zürich,567,
Verein Hausärzte Stadt Zürich (VHZ),Zürich,CH,,,,,5000.0,,,,,5000.0,hco,menarini,2016,,zuerich,verein hausärzte stadt zürich (vhz),567,
Verein Quartier-Aerzte Kreis 9,Zürich,CH,Altstetterstrasse 159,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,servier,2015,altstetterstrasse 159,zuerich,verein quartier-aerzte kreis 9,568,
Verein Quartier-Aerzte Kreis 9,Zürich,CH,Postfach,,,1000.0,,,,,,1000.0,hco,menarini,2016,postfach,zuerich,verein quartier-aerzte kreis 9,568,
Verein Quartier-Aerzte Kreis 9,Zürich,CH,,,,1000.0,0.0,0.0,0.0,0.0,0.0,1000.0,hco,menarini,2015,,zuerich,verein quartier-aerzte kreis 9,568,
Verein Quartier-Ärzte Kreis 9,Zürich,CH,Postfach,,,1000.0,,,,,,1000.0,hco,menarini,2017,postfach,zuerich,verein quartier-ärzte kreis 9,568,1.0
"Verein Who is Who c/o Dr, Klaus Rüdy",Zürich,CH,Grossackerstrasse 98,,,,1200.0,,,,,1200.0,hco,lundbeck,2017,grossackerstrasse 98,zuerich,verein who is who ,569,1.0
Verein Who is who im Kreis 2,Zürich,CH,Grossackerstrasse 98,,,,1500.0,,,,,1500.0,hco,menarini,2017,grossackerstrasse 98,zuerich,verein who is who im kreis 2,569,
Verein Who is who im Kreis 2,Zürich,CH,Grossackerstrasse 98,,,,1500.0,,,,,1500.0,hco,menarini,2016,grossackerstrasse 98,zuerich,verein who is who im kreis 2,569,
Verein who is who c/o  Klaus Rüdy,Zürich,CH,Grossackerstrasse 98,,,,1200.0,,,,,1200.0,hco,lundbeck,2016,grossackerstrasse 98,zuerich,verein who is who ,569,
"VZI""Vereinigung Allgemeiner uns Spezialisierter Internistinnen und Internisten Zürich""",Zwillikon,CH,Haldenrain 18,,,,2000.0,,,,,2100.0,hco,mepha,2017,haldenrain 18,zwillikon,"vzi""vereinigung allgemeiner uns spezialisierter internistinnen und internisten zürich""",570,
Vereinigung Allgemeiner und Spezialisierter Internistinnen und Internisten Zürich,Zwillikon,CH,Haldenrain 18,,,,3800.0,,,,,3800.0,hco,mepha,2017,haldenrain 18,zwillikon,vereinigung allgemeiner und spezialisierter internistinnen und internisten zürich,570,1.0
Vereinigung Allgemeiner und SpezialisierterInternistinnen und Internisten Zürich,Zwillikon,CH,Haldenrain 18,,,0.0,6048.0,0.0,0.0,0.0,0.0,6048.0,hco,glaxosmithkline,2017,haldenrain 18,zwillikon,vereinigung allgemeiner und spezialisierterinternistinnen und internisten zürich,570,
Vereinigung Zürcher Internisten,Zwillikon,CH,Haldenrain 18,,,3800.0,,,,,,3800.0,hco,mundipharma,2017,haldenrain 18,zwillikon,vereinigung zürcher internisten,570,
VZK Vereinigung Zürcher Kinderärzte,Zürich,CH,Breitingerstrasse 13,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,pfizer,2017,breitingerstrasse 13,zuerich,vzk vereinigung zürcher kinderärzte,571,1.0
VZK Vereinigung Zürcher Kinderärzte,Zürich,CH,Breitingerstrasse 13,,,,500.0,,,,,500.0,hco,pfizer,2016,breitingerstrasse 13,zuerich,vzk vereinigung zürcher kinderärzte,571,
VZK Vereinigung Zürcher Kinderärzte,Zürich,CH,Breitingerstrasse 23,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,pfizer,2015,breitingerstrasse 23,zuerich,vzk vereinigung zürcher kinderärzte,571,
Vereinigung der Zürcher Kinderärzte VZK,Zürich,CH,Breitingerstrasse 23,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,novo,2015,breitingerstrasse 23,zuerich,vereinigung der zürcher kinderärzte vzk,571,
Zentralpraxis Wallisellen,Wallisellen,CH,Zentralstrasse 6,,,,1620.0,,,,,1620.0,hco,vifor,2017,zentralstrasse 6,wallisellen,zentralpraxis wallisellen,572,1.0
Zentralpraxis Wallisellen AG,Wallisellen,CH,Zentralstrasse 6,8304,,,,3000.0,,,,3000.0,hco,daiichi,2017,zentralstrasse 6,wallisellen,zentralpraxis wallisellen ag,572,
Zentralpraxis Wallisellen AG,Wallisellen,CH,Zentralstrasse 6,,,0.0,2000.0,0.0,0.0,0.0,0.0,2000.0,hco,bayer,2015,zentralstrasse 6,wallisellen,zentralpraxis wallisellen ag,572,
Zentralpraxis Wallisellen AG,Wallisellen,CH,Zentralstrasse 6,,,0.0,0.0,0.0,0.0,800.0,0.0,800.0,hco,novartis,2017,zentralstrasse 6,wallisellen,zentralpraxis wallisellen ag,572,
Zentralschweizer Dermatologen,Luzern,CH,"c/o Dr med Mathias Koepke, Löwengraben 14",,,,3200.0,,,,,3200.0,hco,eli,2017,cob doktor der medizin mathias koepke loewengraben 14,luzern,zentralschweizer dermatologen,573,
Zentralschweizer Dermatologen,Luzern,CH,Löwengraben 14,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,novartis,2017,loewengraben 14,luzern,zentralschweizer dermatologen,573,
Zentralschweizer Dermatologen,Luzern,CH,Löwengraben 14,,,,1000.0,,,,,1000.0,hco,abbvie,2017,loewengraben 14,luzern,zentralschweizer dermatologen,573,1.0
Zentralschweizer Dermatologen Luzern,Luzern,CH,Löwengraben 14,,Zentralschweizer_Der matologen_Luzern,,,,,1000.0,,1000.0,hco,galderma,2017,loewengraben 14,luzern,zentralschweizer dermatologen luzern,573,
Zürcher Reha Zentrum Wald,Wald,CH,Faltigbergstrasse 7,,,750.0,,,,,,750.0,hco,actelion,2016,faltigbergstrasse 7,wald,zürcher reha zentrum wald,574,
Zürcher RehaZentrum Wald,Wald ZH,CH,Faltigbergstrasse 7,8636,ZürcherRehaZentrumWald,,750.0,,,,,750.0,hco,servier,2017,faltigbergstrasse 7,wald zh,zürcher rehazentrum wald,574,
Zürcher RehaZentrum Wald,Wald,CH,Faltigbergstrasse 7,,,,1000.0,,,240.0,,1240.0,hco,novo,2017,faltigbergstrasse 7,wald,zürcher rehazentrum wald,574,1.0
Zürcher Rehazentrum Wald,WALD,CH,Faltigbergstrasse 7,,,0.0,0.0,0.0,0.0,648.0,0.0,648.0,hco,glaxosmithkline,2016,faltigbergstrasse 7,wald,zürcher rehazentrum wald,574,
Ärztenetzwerk Oberes Emmental,Langnau i. E.,CH,Lindenstrasse 7,,,,1000.0,,,,,1000.0,hco,pfizer,2016,lindenstrasse 7,langnau i east,ärztenetzwerk oberes emmental,575,
Ärztenetzwerk Oberes Emmental,Langnau i. E.,CH,Lindenstrasse 7,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,pfizer,2017,lindenstrasse 7,langnau i east,ärztenetzwerk oberes emmental,575,1.0
Ärztenetzwerk Oberes Emmental,Langnau i. E.,CH,Lindenstrasse 7,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,pfizer,2015,lindenstrasse 7,langnau i east,ärztenetzwerk oberes emmental,575,
Ärztenetzwerk oberes Emmental,Langnau i. E.,CH,Lindenstrasse 7,,,0.0,1000.0,0.0,0.0,0.0,0.0,1000.0,hco,gruenenthal,2017,lindenstrasse 7,langnau i east,ärztenetzwerk oberes emmental,575,
Ärztevereinigung Senslerbezirk,Düdingen,CH,Hauptstrasse 24,,,0.0,1500.0,0.0,0.0,0.0,0.0,1500.0,hco,lundbeck,2015,hauptstrasse 24,duedingen,ärztevereinigung senslerbezirk,576,
Ärztevereinigung Senslerbezirk,Düdingen,CH,Hauptstrasse 24,,,,3000.0,,,,,3000.0,hco,lundbeck,2017,hauptstrasse 24,duedingen,ärztevereinigung senslerbezirk,576,1.0
Ärztevereinigung Senslerbezirk,Düdingen,CH,Hauptstrasse 24,3186,,1500.0,0.0,0.0,0.0,0.0,0.0,1500.0,hco,astrazeneca,2015,hauptstrasse 24,duedingen,ärztevereinigung senslerbezirk,576,
Ärztevereinigung Senslerbezirk,Düdingen,CH,Hauptstrasse 24,,,0.0,3500.0,0.0,0.0,0.0,0.0,3500.0,hco,eli,2015,hauptstrasse 24,duedingen,ärztevereinigung senslerbezirk,576,
Ärztezentrum Oberdiessbach,Oberdiessbach,CH,Krankenhausstrasse 14,,,0.0,5000.0,0.0,0.0,0.0,0.0,5000.0,hco,mepha,2015,krankenhausstrasse 14,oberdiessbach,ärztezentrum oberdiessbach,577,
Ärztezentrum Oberdiessbach,Oberdiessbach,CH,Krankenhausstrasse 14,,,,1070.0,,,,,1070.0,hco,mepha,2016,krankenhausstrasse 14,oberdiessbach,ärztezentrum oberdiessbach,577,
Ärztezentrum Oberdiessbach,Oberdiessbach,CH,Krankenhausstrasse14,,,,2000.0,,,,,2015.0,hco,mepha,2017,krankenhausstrasse14,oberdiessbach,ärztezentrum oberdiessbach,577,1.0
Ärztezentrum Oberdiessbach AG,Oberdiessbach,CH,Krankenhausstrasse 14,,,0.0,450.0,0.0,0.0,0.0,0.0,450.0,hco,gruenenthal,2017,krankenhausstrasse 14,oberdiessbach,ärztezentrum oberdiessbach ag,577,
SGAMSP,Aarburg,CH,Geschäftsstelle / Sekretariat Postfach 100,,,,4000.0,,,,,4000.0,hco,sandoz,2017,geschaeftsstelle  sekretariat postfach 100,aarburg,sgamsp,578,
SGAMSP - Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie,Aarburg,CH,Postfach 100,,,,4000.0,,,,,4000.0,hco,servier,2016,postfach 100,aarburg,sgamsp -  arzneimittelsicherheit in der psychiatrie,578,
Schweizerische Gesellschaft für Arzneimittelsicherheit in der Psychiatrie (SGAMSP),Aarburg,CH,Postfach 100,,,,5000.0,,,,,5000.0,hco,lundbeck,2017,postfach 100,aarburg, arzneimittelsicherheit in der psychiatrie (sgamsp),578,1.0
Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,2017,haslerstrasse 21,bern, medizincontrolling (sgfm),579,1.0
Schweizerische Gesellschaft für Medizincontrolling (SGfM),Bern,CH,Haslerstrasse 21,,,,3000.0,,,,,3000.0,hco,pfizer,2016,haslerstrasse 21,bern, medizincontrolling (sgfm),579,
Schweizerische Gesellschaft für Medizincontrolling SwissDRG,Bern,CH,Haslerstrasse 21,,,0.0,3000.0,0.0,0.0,0.0,0.0,3000.0,hco,pfizer,2015,haslerstrasse 21,bern, medizincontrolling swissdrg,579,
Schweizerische Gesellschaft für Oto-Rhino-Laryngologie,Basel,CH,Münsterberg 1,,,0.0,5200.0,0.0,0.0,0.0,0.0,5200.0,hco,vifor,2015,muensterberg 1,basel, oto-rhino-laryngologie,580,
Schweizerische Gesellschaft für Oto-Rhino-Laryngologie,Basel,CH,Münsterberg 1,,,,29505.6,,,,,29505.6,hco,vifor,2016,muensterberg 1,basel, oto-rhino-laryngologie,580,1.0
"Schweizerische Gesellschaft für Oto-Rhino-Laryngologie, Hals- und Gesichtschirurgie",Basel,CH,Münsterberg 1,,,,10500.0,,,,,10500.0,hco,csl,2016,muensterberg 1,basel," oto-rhino-laryngologie, hals- und gesichtschirurgie",580,
Schweizerische Gesellschaft für Pneumologie,Bern,CH,Südbahnhofstrasse 14,,,,18242.61,,,,,18242.61,hco,actelion,2017,suedbahnhofstrasse 14,bern, pneumologie,581,1.0
